doi,Name,Name_Variants,Institution,code
10.3390/rs10010143,J. S. Famiglietti,"['J. Famiglietti', 'Julia Famiglietti', 'J.S. Famiglietti', 'Jay Famiglietti', 'J.S Famiglietti', 'J S Famiglietti', 'J. S. Famiglietti', 'James S. Famiglietti', 'James S Famiglietti', 'J Famiglietti', 'James Famiglietti', 'James Stephen Famiglietti', 'Jay Famiglietti']",University of Saskatchewan,0001
10.1007/s40899-018-0283-z,Michelle E. Miro,"['Michelle Miro', 'M. Miro', 'Michelle E. Miro']",RAND Corporation,0495
10.1007/s40899-018-0283-z,J. S. Famiglietti,"['J. Famiglietti', 'Julia Famiglietti', 'J.S. Famiglietti', 'Jay Famiglietti', 'J.S Famiglietti', 'J S Famiglietti', 'J. S. Famiglietti', 'James S. Famiglietti', 'James S Famiglietti', 'J Famiglietti', 'James Famiglietti', 'James Stephen Famiglietti', 'Jay Famiglietti']",University of Saskatchewan,0001
10.2136/vzj2018.04.0084,Aaron A. Mohammed,"['Aaron Mohammed', 'Aaron A. Mohammed', 'Aaron A Mohammed']",Dalhousie University,0037
10.2136/vzj2018.04.0084,Barret L. Kurylyk,"['Barret Kurylyk', 'Barret L Kurylyk', 'BARRET L. KURYLYK', 'B. L. Kurylyk', 'B. Kurylyk', 'Barret L. Kurylyk', 'B.L. Kurylyk']",Dalhousie University,0037
10.2136/vzj2018.04.0084,Edwin E. Cey,"['Edwin Cey', 'E. Cey', 'Edwin E. Cey', 'E. E. Cey']",University of Calgary,0007
10.2136/vzj2018.04.0084,Masaki Hayashi,"['M. HAYASHI', 'masaki hayashi', 'M Hayashi', 'M. N. Hayashi', 'M. Hayashi', 'Masaki Hayashi', 'M N Hayashi']",Waseda University,0070
10.2136/vzj2017.10.0176,Saskia Noorduijn,"['Saskia L. Noorduijn', 'S. Noorduijn', 'Saskia Noordujin', 'Saskia Noorduijn', 'S.L. Noorduijn', 'S. L. Noorduijn']",Ramboll (Denmark),0773
10.2136/vzj2017.10.0176,Masaki Hayashi,"['M. HAYASHI', 'masaki hayashi', 'M Hayashi', 'M. N. Hayashi', 'M. Hayashi', 'Masaki Hayashi', 'M N Hayashi']",Waseda University,0070
10.2136/vzj2017.10.0176,Getachew Adem Mohammed,"['Getachew Mohammed', 'G.A. Mohammed', 'Getachew A. Mohammed', 'Getachew Adem Mohammed', 'G. A. Mohammed', 'Guen Mohammed']",Golder Associates (Canada),0535
10.2136/vzj2017.10.0176,Aaron A. Mohammed,"['Aaron Mohammed', 'Aaron A. Mohammed', 'Aaron A Mohammed']",Dalhousie University,0037
10.1145/3206505.3206554,Ehsan Sotoodeh Mollashahi,['Ehsan Sotoodeh Mollashahi'],University of Saskatchewan,0001
10.1145/3206505.3206554,Md. Sami Uddin,"['Md. Sami Uddin', 'Sami Uddin']",McGill University,0078
10.1145/3206505.3206554,Carl Gutwin,"['Carl Andrew Gutwin', 'Carl A. Gutwin', 'C. Gutwin', 'Carl Gutwin']",University of Saskatchewan,0001
10.3390/w10101438,L. A. Morales-Marin,"['L.A. Morales-Marın', 'L.A. Morales-Marín', 'Luis Alejandro Morales-Marin', 'Luis Alejandro Morales-Marín', 'L. A. Morales-Marin', 'Luis A. Morales-Marín', 'Luis Morales-Marin', 'Luis Morales‐Marín', 'L. A. Morales-Marín', 'Luis Morales-Marín', 'Luis Morales Marin']",Government of Canada,0139
10.3390/w10101438,H. S. Wheater,"['H. S. Wheater', 'Howard S Wheater', 'H.S Wheater', 'Howard Simon Wheater', 'Howard S. Wheater', 'H.S. Wheater', 'H. Wheater', 'H Wheater', 'H S Wheater', 'Howard Wheater']",University of Saskatchewan,0001
10.3390/w10101438,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.1080/07011784.2018.1428501,Alasdair Morrison,"['Alasdair Morrison', 'Alasdair David Morrison']",University of Saskatchewan,0001
10.1080/07011784.2018.1428501,Bram Noble,"['Bram F Noble', 'B Noble', 'B. Noble', 'B. F. Noble', 'BRAM F. NOBLE', 'Bram Noble', 'Bram F. Noble']",University of Saskatchewan,0001
10.1080/07011784.2018.1428501,Cherie J. Westbrook,"['Cherie Jennifer. Westbrook', 'C. J. Westbrook', 'C. Westbrook', 'Cherie Westbrook', 'Cherie J. Westbrook', 'C.J. Westbrook', 'Cherie J Westbrook']",University of Saskatchewan,0001
10.1109/scc.2018.00047,Golam Mostaeen,['Golam Mostaeen'],University of Saskatchewan,0001
10.1109/scc.2018.00047,Banani Roy,"['Banani Roy', 'B. Roy', 'B. N. Roy']",University of Saskatchewan,0001
10.1109/scc.2018.00047,Chanchal K. Roy,"['C.K. Roy', 'Chanchal K. Roy', 'Chanchal Roy', 'C. Roy', 'Chanchal K Roy', 'Chanchal K.Roy', 'Chanchal Kumar Roy', 'C. K. Roy', 'C. K. Roy']",University of Saskatchewan,0001
10.1109/scc.2018.00047,Kevin A. Schneider,"['Schneider', 'K. Schneider', 'Kevin A Schneider', 'Kevin Schneider', 'K.A. Schneider', 'Kevin A. Schneider']",University of Saskatchewan,0001
10.1175/jcli-d-16-0752.1,Philippe Naveau,"['Philippe Naveau', 'Ph. Naveau', 'Pauline Rivoire', 'P. Naveau', 'Phillippe Naveau']",Institut Polytechnique de Paris,0124
10.1175/jcli-d-16-0752.1,Aurélien Ribes,"['A Ribes', 'A. Ribes', 'Aurelien Ribes', 'A. Alomar Ribes', 'Aurélien Ribes']",Météo-France,0086
10.1175/jcli-d-16-0752.1,Francis W. Zwiers,"['Francis Zwiers', 'Francis W. Zwiers', 'F. Zwiers', 'Francis W Zwiers', 'F.W. Zwiers', 'F. W. Zwiers']",Nanjing University of Information Science and Technology,0041
10.1175/jcli-d-16-0752.1,Alexis Hannart,"['Alexis Hannart', 'A. Hannart']",McGill University,0078
10.1175/jcli-d-16-0752.1,Alexandre Tuel,"['Alexandre. Tuel', 'A. Tuel', 'A Tuel', 'Alexandre Tuel']",Oeschger Centre for Climate Change Research,0221
10.1175/jcli-d-16-0752.1,Pascal Yiou,"['P Yiou', 'Yiou Pascal', 'P. Yiou', 'Pascal yiou', 'Pascal Yiou']",CEA Saclay,1247
10.1093/treephys/tpy043,Christoforos Pappas,"['Christoforos Pappas', 'C. . Pappas', 'C. Pappas', 'C. E. Pappas']",University of Patras,0132
10.1093/treephys/tpy043,Ashley M. Matheny,"['Ashley M. Matheny', 'Ashley Matheny', 'A. M. Matheny', 'Ashley M Matheny', 'A.M. Matheny', 'Ashley Michelle Matheny', 'A. Matheny']",The University of Texas at Austin,0158
10.1093/treephys/tpy043,Jennifer L. Baltzer,"['J. L. Baltzer', 'J.L. Baltzer', 'J L Baltzer', 'Jennifer Lynn Baltzer', 'Jennifer Baltzer', 'J. Baltzer', 'Jennifer L. Baltzer', 'Jennifer L Baltzer']",Wilfrid Laurier University,0006
10.1093/treephys/tpy043,Alan G. Barr,"['AG Barr', 'A. Barr', 'ALAN G BARR', 'Alan A. Barr', 'ALAN BARR', 'Alan Barr', 'A. G. Barr', 'A.G. Barr', 'Alan G. Barr', 'Alan G Barr', 'A.G Barr', 'A G Barr', 'Barr Ag']",Global Institute for Water Security,0003
10.1093/treephys/tpy043,T. Andrew Black,"['T Andrew Black', 'T. Black', 'Thomas A. Black', 'T. Andrew Black', 'T.Andrew Black', 'T A Black', 'T.A. Black', 'Thomas Andrew Black', 'T. A. Black', 'T.A Black', 'Thomas Black']",University of British Columbia,0012
10.1093/treephys/tpy043,Gil Bohrer,"['Gil Bohrer', 'G. Bohrer', 'Bohrer Gil', 'G Bohrer']",The Ohio State University,0072
10.1093/treephys/tpy043,Matteo Detto,"['M. Detto', 'Matteo Detto', 'MATTEO DETTO', 'M Detto']",Princeton University,0244
10.1093/treephys/tpy043,Jason Maillet,"['J. Maillet', 'J Maillet', 'Jason Maillet']",University of Winnipeg,0120
10.1093/treephys/tpy043,Alexandre Roy,"['A. Roy', 'Alexandre Roy', 'Alexandre R. Roy']",Université du Québec à Trois-Rivières,0112
10.1093/treephys/tpy043,Oliver Sonnentag,"['Oliver Sonnentag', 'O. Sonnentag']",University of Montreal,0011
10.1093/treephys/tpy043,Jilmarie Stephens,"['Jilmarie J. Stephens', 'Jilmarie Stephens', 'J. Stephens']",University of British Columbia,0012
10.1139/cjfr-2018-0223,Marc-André Parisien,"['M.A Parisien', 'Marc-André Parisien', 'Marc-Andre Parisien', 'M. A. Parisien', 'Marc‐André Parisien', 'M.-A. Parisien', 'M. Parisien']",Natural Resources Canada,0014
10.1139/cjfr-2018-0223,François Robinne,"['F. Robinne', 'F.-N. Robinne', 'François Nicolas Robinne', 'François‐Nicolas Robinne', 'Francois Robinne', 'Francois-Nicolas Robinne', 'François-Nicolas Robinne', 'François Robinne']",Natural Resources Canada,0014
10.1139/cjfr-2018-0223,Jean-Yves Perez,"['Jean-Yves Perez', 'J Ignacio de Ulibarri Perez']",,0000
10.1139/cjfr-2018-0223,Bruno Denave,['Bruno Denave'],Agence Régionale de Santé Nouvelle-Aquitaine,1249
10.1139/cjfr-2018-0223,Evan R. DeLancey,"['Evan Ross DeLancey', 'Evan DeLancey', 'Evan R. DeLancey', 'Evan R. Delancey']",Alberta Biodiversity Monitoring Institute,0761
10.1139/cjfr-2018-0223,C. Doche,"['C. Doche', 'C Doche', 'Clément Doche']",Météo-France,0086
10.1139/cjfr-2018-0217,Sophie Wilkinson,"['Sophie L. Wilkinson', 'Sophie Wilkinson', 'S.L. Wilkinson', 'Sophie L Wilkinson', 'Sophie Louise Wilkinson', 'S. L. Wilkinson', 'S. Wilkinson', 'S Wilkinson', 'S L Wilkinson']",University of Toronto,0022
10.1139/cjfr-2018-0217,Paul A. Moore,"['P.A Moore', 'Paul Adrian Moore', 'P Moore', 'Paul Moore', 'P. Kalawai’a Moore', 'P. Moore', 'Paul A. Moore', 'P A Moore', 'P. A. Moore', 'P.A. Moore', 'Paul A Moore']",University of Hawaii–West Oahu,0103
