doi,paper
10.1029/2022WR032344,"Nehemy, M. F., Maillet, J., Perron, N., Pappas, C., Sonnentag, O. et al.: Snowmelt water use at transpiration onset: Phenology, isotope tracing and transit time analysis, Water Resources Research, In review "
10.5194/essd-13-5127-2021,"Olefeldt, D., Hovemyr, M., McKenzie, A.K. et al. incl. Sonnentag, O.: The Boreal-Arctic Wetland and Lake Dataset (BAWLD), Earth System Science Data, 13, 5127-5149, https://"
10.1016/j.envres.2021.111800,"Packull-McCormick, S., Ratelle, M., Lam, C., Napenas, J., Bouchard, M., Swanson, H., and Laird, B. D.: Hair to blood mercury concentration ratios and a retrospective hair segmental mercury analysis in the Northwest Territories, Canada, Environmental Research, 203, 111800, https://"
10.1029/2020JG006191,"Pierrat, Z., Nehemy, M.F., Roy, A. et al. incl. Pappas, C., Sonnentag, O.: Tower-based remote sensing reveals mechanisms behind, Journal of Geophysical Research-Biogeosciences, 126, e2020JG006191, https://"
10.1186/s12937-021-00664-x,"Radcliffe, J., Skinner, K., Spring, A., Picard, L., Benoit, F., Dodd, W.: Virtual Barriers: The Challenges of an Online Transition for the Yellowknife Farmers Market in response to COVID-19 and the Sustainability implications in the Northern Food Context, Nutrition Journal, 20, 12, https://"
10.3390/nu14020378,"Ramirez Prieto, M., Ratelle, M., Laird, B. D., and Skinner, K.: Dietary intakes of traditional foods for Dene/Métis in the Dehcho and Sahtú of the Northwest Territories, Nutrients, 14, 378, https://"
10.1017/S1368980021000021,"Ratelle, M., Haig, L., Laird, B., Skinner, K.: Game bird consumption in Dene communities of the Northwest Territories, Canada, Public Health Nutrition, 24, 1-26, https://"
10.1139/facets-2021-0094,"Ratelle, M., Spring, A., Laird, B., Andrew, L., Simmons, D., Scully, A., and Skinner, K.: Drinking water perception and consumption in Canadian subarctic communities and the importance for public health, FACETS, 7, 1, https://"
10.1038/s41598-022-16462-2,"Richardson, M., Kumar, P., Sonnentag, O., and Marsh, P.: Thermodynamic basis for the demarcation of Arctic and alpine treelines, Scientific Reports, In review "
10.1016/j.ejrh.2021.100954,"Savage, C. A. M, Owca, T., Kay, M. L., Faber, J., Wolfe, B. B., and Hall, R. I.: Application of artificial substrate samplers to assess enrichment of metals of concern by river floodwaters to lakes across the Peace-Athabasca Delta. Journal of Hydrology: Regional Studies (Special Issue: Water and Environmental Management in Oil Sands Regions), 38, 100954, https://"
10.1002/ece3.7818,"Standen, K. M., Baltzer, J. L.: Permafrost condition determines plant community structure and function in a boreal peatland, Ecology and Evolution, 11, 10133-10146, https://"
10.1111/gcb.15659,"Virkkala, A.-M., Aalto, J., Rogers, B. M. et al. incl. Helbig, M., Sonnentag, O.: Statistical upscaling of ecosystem CO2 fluxes across the terrestrial tundra and boreal domain: regional patterns and uncertainties, Global Change Biology, 27, 4040-4059, https://"
10.5194/essd-14-179-2022,"Virkkala, A.-M., Natali, S. M., Rogers, B. et al. incl. Helbig, M., Sonnentag, O.: The ABCflux database: Arctic-Boreal CO2 flux observations and ancillary information aggregated to monthly time steps across terrestrial ecosystems, Earth System Science Data, 14, 179-208, https://"
10.1088/1748-9326/ac1222,"Watts, J. D., Natali, S.M., Minions, C. et al. incl. Helbig, M., Sonnentag, O.: Soil respiration strongly offsets carbon uptake in Alaska and northwest Canada, Environmental Research Letters, 16, 084051, https://"
10.3390/su12166299,"Woodworth, S., Hudson, B., MacLeod Farley, N., Gyapay, J., Ramirez Pietro, M., Spring, A., Wesche, S., and Skinner, K.: Friendships, mentorships, and research relationships: Youth engagement in Indigenous communities in the Northwest Territories, In preparation for the Journal of Community Practice "
10.1073/pnas.2015821118,"Wu, C., Wang, J., Cias, P. et al. incl. Sonnentag, O.: Widespread decline in winds delayed autumn foliar senescence over high latitudes, Proceedings of the National Academy of Sciences, 118, e2015821118, https://"
10.1111/1365-2745.12756,"Yamaguchi, A., Dixon, H. J., Low, G., MacLatchy, D. L., and Swanson, H.K.: Abiotic conditions, algal biomass and fish growth rates affect walleye mercury concentrations in two Subarctic lakes, Transactions of the American Fisheries Society, In preparation "
10.1007/s00344-014-9413-5,"Yamaguchi, A., Dixon, H. J., MacLatchy, D. L., Low, G., Low, M., Gallagher, C. P., and Swanson, H.K.: Abiotic conditions, algal biomass and fish growth rates affect walleye mercury concentrations in two Subarctic lakes, In preparation for Transactions of the American Fisheries Society "
10.1038/s41598-022-07561-1,"Zona, D., Lafleur, P. M., Hufkens, K. et al. incl. Meyer, G., Hould Gosselin, G., Sonnentag, O.: Earlier snowmelt may lead to late season declines in plant productivity and carbon sequestration in Arctic tundra ecosystems, Scientific Reports, 12, 3986, https://"
10.3390/su13158206,"Spring, A., Nelson, E., Knezevic, I., Ballamingie, P., and Blay-Palmer, A.: Special Issue “Levering Sustainable Food Systems to Address Climate Change (Pandemics and Other Shocks and Hazards): Possible Transformations”, Sustainability, 13, 8206, https://"
10.1080/1059924X.2015.1000096,"Aukes, P., English, Mi., Leathers, J., Schultz, M., Elgood, R., Venkiteswaran, J., and Schiff, S.: Sub-Arctic Taiga Shield Lakes Vulnerable to Brownification with Enhanced Precipitation, In preparation for Science of the Total Environment "
10.5194/tc-14-1919-2020,"Harder, P., Pomeroy, J. W., and Helgason, W. D.: Improving sub-canopy snow depth mapping with unmanned aerial vehicles: lidar versus structure-from-motion techniques, The Cryosphere, 14, 1919–1935, https://"
10.1016/j.epsl.2021.117175,"Cheng, A., Lollar, B.S., Warr, O., Ferguson, G., Idiz, E., Mundle, S.O., Barry, P.H., Byrne, D.J., Mabry, J.C. and Ballentine, C.J., 2021. Determining the role of diffusion and basement flux in controlling 4He distribution in sedimentary basin fluids. Earth and Planetary Science Letters, 574, p.117175. "
10.1029/2019WR026010,"Condon, L., Markovich, K., Kelleher, C. McDonnell, J., Ferguson, G. and McIntosh, J.C. 2020. Where is the bottom of a watershed? Water Resources Research 56, e2019WR026010.   "
10.1126/science.abh2867,"Famiglietti, J.S. and Ferguson, G., 2021. The hidden crisis beneath our feet. Science, 372(6540), pp.344-345. "
10.1111/gwat.12840,"Ferguson, G. and McIntosh, J.C. 2019. Comment on “Groundwater pumping is a significant unrecognized contributor to global anthropogenic element cycles”. Groundwater 57: 82. "
10.1029/2018GL078409,"Ferguson, G., McIntosh, J.C., Grasby, S. E., Hendry, M.J., Jasechko, S., Lindsay, M.B.J., & Luijendijk, E. 2018. The persistence of brines in sedimentary basins. Geophysical Research Letters 45: 4851–4858.  "
10.1088/1748-9326/aae6d8,"Ferguson, G., McIntosh, J.C., Perrone, D. and Jasechko, S., 2018. Competition for shrinking window of low salinity groundwater. Environmental Research Letters 13: 114013. ERL Featured Article. "
10.1029/2021GL093549,"Ferguson, G., McIntosh, J.C., Warr, O., Sherwood Lollar, B., Ballantine, C.J., Famiglietti, J.S., *Kim, J.H., Michalski, J., Mustard, J.F., Tarnas, J. and McDonnell, J.J., 2021. Crustal Groundwater Volumes Greater than Previously Thought. Geophysical Research Letters, p.e2021GL093549. American Geophysical Union Highlight Article. "
10.1080/21622671.2018.1559758,"Gleeson, T., Cuthbert, M., Ferguson, G. and Perrone, D. 2020. Global groundwater sustainability, resources and systems in the Anthropocene. Annual Reviews of Earth and Planetary Sciences. 48:17.1–17.33. "
10.1016/0022-1694(92)90108-8,"Jellicoe, K., McIntosh, J.C. and Ferguson, G. 2022. Changes in deep groundwater flow patterns related to oil and gas activities. Groundwater, 60(1), pp. 47-63. "
10.1016/j.gexplo.2021.106887,"Marza, M., *Mowat, A., *Jellicoe, K., Ferguson, G. and McIntosh, J., 2021. Evaluation of strontium isotope tracers of produced water sources from multiple stacked reservoirs in Appalachian, Williston and Permian basins. Journal of Geochemical Exploration, p.106887. "
10.1029/2020GL090461,"McIntosh, J.C. and Ferguson, G. 2021. Deep Circulation of Meteoric Water in the Earth’s Crust. Geophysical Research Letters 48 no. 5 (2021): e2020GL090461. https://"
10.1111/gwat.12917,"McIntosh, J.C. and Ferguson, G. Issue Paper. Conventional Oil: The Forgotten Part of the Water-Energy Nexus. 2019. Groundwater 57: 659-667. "
10.1029/2021GL094285,"Mowat, A.C., Francis, D.J., McIntosh, J.C., Lindsay, M.B. and Ferguson, G.A. 2021. Variability in timing and transport of Pleistocene meltwater recharge to regional aquifers. Geophysical Research Letters, p.e2021GL094285. "
10.1111/gwat.13140,"Perra, C., McIntosh, J.C., Watson, T. and Ferguson, G. 2022. Commingled Fluids in Abandoned Boreholes: Proximity Analysis of a Hidden Liability. Groundwater, 60(2), pp. 210-224. Featured as cover article. "
10.1007/s10040-018-1871-6,"Woroniuk, B., *Tipton, K. Grasby, S.E., McIntosh, J.C. and Ferguson, G. Accepted. Salt dissolution and permeability in the Western Canada Sedimentary Basin. Hydrogeology Journal 27: 161-170. "
10.1029/2021EF002196,"Abdelmoaty, H. M., Papalexiou, S. M., Rajulapati, C. R., & AghaKouchak, A. (2021). Biases Beyond the Mean in CMIP6 Extreme Precipitation: A Global Investigation. Earth’s Future, 9(10), e2021EF002196. https://"
10.1016/j.jhydrol.2022.127866,"Grimaldi, S., Volpi, E., Langousis, A., Michael Papalexiou, S., Luciano De Luca, D., Piscopia, R., et al. (2022). Continuous hydrologic modelling for small and ungauged basins: A comparison of eight rainfall models for sub-daily runoff simulations. Journal of Hydrology, 610, 127866. https://"
10.1016/j.advwatres.2022.104144,"Gu, X., Ye, L., Xin, Q., Zhang, C., Zeng, F., Nerantzaki, S. D., & Papalexiou, S. M. (2022). Extreme Precipitation in China: A Review on Statistical Methods and Applications. Advances in Water Resources, 163, 104144. https://"
10.3934/math.2022648,"Lipoth, J., Tereda, Y., Papalexiou, S. M., Spiteri, R. J., Lipoth, J., Tereda, Y., et al. (2022). A new very simply explicitly invertible approximation for the standard normal cumulative distribution function. AIMS Mathematics, 7(7), 11635–11646. https://"
10.1016/j.ejrh.2021.100906,"Moccia, B., Papalexiou, S. M., Russo, F., & Napolitano, F. (2021). Spatial variability of precipitation extremes over Italy using a fine-resolution gridded product. Journal of Hydrology: Regional Studies, 37, 100906. https://"
10.1016/j.jhydrol.2021.127302,"Nerantzaki, S. D., & Papalexiou, S. M. (2022). Assessing extremes in hydroclimatology: A review on probabilistic methods. Journal of Hydrology, 605, 127302. https://"
10.1029/2020WR029466,"Papalexiou, S. M., Serinaldi, F., & Porcu, E. (2021). Advancing Space-Time Simulation of Random Fields: From Storms to Cyclones and Beyond. Water Resources Research, 57(8), e2020WR029466. https://"
10.1016/j.rse.2021.112754,"Pradhan, R. K., Markonis, Y., Vargas Godoy, M. R., Villalba-Pradas, A., Andreadis, K. M., Nikolopoulos, E. I., et al. (2022). Review of GPM IMERG performance: A global perspective. Remote Sensing of Environment, 268, 112754. https://"
10.1016/j.crm.2022.100433,"Rajulapati, C. R., Abdelmoaty, H. M., Nerantzaki, S. D., & Papalexiou, S. M. (2022). Changes in the risk of extreme temperatures in megacities worldwide. Climate Risk Management, 36, 100433. https://"
10.1007/s10712-021-09652-6,"Vargas Godoy, M. R., Markonis, Y., Hanel, M., Kyselý, J., & Papalexiou, S. M. (2021). The Global Water Cycle Budget: A Chronological Review. Surveys in Geophysics. https://"
10.1016/j.jhydrol.2022.127851,"Wang, W., Yin, S., Gao, G., Papalexiou, S. M., & Wang, Z. (2022). Increasing trends in rainfall erosivity in the Yellow River basin from 1971-2020. Journal of Hydrology, 127851. https://"
10.1016/j.advwatres.2021.104037,"Zaerpour, M., Papalexiou, S. M., & Nazemi, A. (2021). Informing Stochastic Streamflow Generation by Large-Scale Climate Indices at Single and Multiple Sites. Advances in Water Resources, 104037. https://"
10.1038/s41561-020-0629-7,"Ferguson, G., Cuthbert, M.O., Befus, K., Gleeson, T. and McIntosh, J.C. 2020. Rethinking Groundwater Age. Nature Geoscience 13: 592-594. https://"
10.1039/d1an00038a,"A. U. Alam, D. Clyne, W. Lush, and M. J. Deen, “A reusable, reagent-less free chlorine sensor using gold thin film electrode,” Analyst, pp. 2626–2631, 2021, "
10.1109/WOCC.2018.8373792,"Alam, A. U., Clyne, D., & Deen, M. J. (2021). A low-cost multi-parameter water quality monitoring system. Sensors, 21(11), 3775."
10.3390/s21041509,"Alam, A. U., Rathi, P., Beshai, H., Sarabha, G. K., & Deen, M. J. (2021). Fruit quality monitoring with smart packaging. Sensors, vol. 21(4), 1509. https://"
10.3390/mi12091079,"Andres Escobar, Phyllis Chiu, Jianxi Qu, Yushan Zhang, Chang-qing Xu, “Integrated Microfluidic-based Platforms for On-site Detection and Quantification of Infectious Pathogens: Towards On-site Medical Translation of SARS-CoV-2 Diagnostic Platforms”, Micromachines, 2021, 12, 1079. https://"
10.1016/j.teac.2021.e00143,"Chenghua Zong, Xiaoting Jin, and Juewen Liu, Critical Review of Bio/Nano Sensors for Arsenic Detection. Trends in Environmental Analytical Chemistry, 32, e00143, https://"
10.1149/1945-7111/abb34b,"D. Saha and P. Kruse*, Editors' Choice - Review - Conductive forms of MoS2 and their applications in energy storage and conversion. J. Electrochem. Soc. 167 (2020) 126517. "
10.1021/acsanm.0c02135,"D. Saha, P. R. Selvaganapathy, and P. Kruse*, Peroxide-Induced Tuning of the Conductivity of Nanometer[1]Thick MoS2 Films for Solid State Sensors. ACS Appl. Nano Mater. 3 (2020) 10864-10877. "
10.1021/acs.langmuir.1c03061,"D. Saha, S. Angizi, M. Darestani-Farahani, J. Dalmieda, P. R. Selvaganapathy, and P. Kruse*, Tuning the chemical and mechanical properties of conductive MoS2 thin films by surface functionalization with aryl diazonium salts. Langmuir (2022) In revisions."
10.1039/d1na00456e,"D. Saha, V. Patel, P. R. Selvaganapathy, and P. Kruse*, Facile fabrication of conductive MoS2 thin films by sonication in hot water and evaluation of their electrocatalytic performance in the hydrogen evolution reaction. Nanoscale Adv. 3 (2022) 125-137. "
10.3390/rs12193131,"Gazi E. Rahman* and Khan A. Wahid, 2020, “LDAP: Lightweight Dynamic Auto-Reconfigurable Protocol in an IoT-enabled WSN for Wide Area Remote Monitoring”, Remote Sensing, MDPI, vol. 12, pp. 1-21, "
10.1016/J.MEMSCI.2021.119181,"Halali, M. A., Charles-François de Lannoy, Methods for Investigating the Stability of Electrically Conductive Membranes, MethodsX, 2022"
10.1088/1742-6596/290/1/011001,"Hyejin Lee, Nan Zhang, Mohamed Elganzoury, Yichen Wu, Charles-François de Lannoy, Simultaneous dechlorinatin and advanced oxidation using electrically condcutive carbon nanotube membranes, ACS Applied Materials & Interfaces, 2021"
10.1371/journal.pone.0248142,"J. Islam, H. Shao, M. M. R. Badal, K. M. Razeeb, and M. Jamal, “Pencil graphite as electrode platform for free chlorine sensors and energy storage devices,” PLoS One, vol. 16, no. 3, p. e0248142, Mar. 2021, "
10.3390/mi12040433,"Jianxi Qu, Mathieu Chenier, Yushan Zhang and Chang-qing Xu, “A Microflow Cytometry-Based Agglutination Immunoassay for Point-of-Care Quantitative Detection of SARS-CoV-2 IgM and IgG”, Micromachines 2021, 12, 433. https://"
10.1039/D1CC03102C,"Lingzi Ma, Zhicheng Huang and Juewen Liu, Selection of a Self-Cleaving Ribozyme Activated in Chemically and Thermally Denaturing Environment. Chemical Communications, 57, 7641-7644,"
10.1021/acsestwater.2c00070,"M Fathalla, PR Selvaganapathy, Colorimetric Detection of Heavy Metal Ions Using Superabsorptive Hydrogels and Evaporative Concentration for Water Quality Monitoring, ACS ES&T Water (2022) (accepted)"
10.1016/j.talanta.2021.122170,"Marcinek, S., Chapoulie, A., Salan, P., Smith, S., and Omanovic, D. Revised application of copper ion selective electrode (Cu-ISE) in marine waters: a new meta-calibration approach. Talanta (2021), 122170"
