title,author,abstract,url,pages,doi,bibkey,project
Semi-Automated Classification of Lake Ice Cover Using Dual Polarization RADARSAT-2 Imagery,"Junqian Wang, Claude R. Duguay, David A. Clausi, Véronique Pinard, Stephen Howell, ","Lake ice is a significant component of the cryosphere due to its large spatial coverage in high-latitude regions during the winter months. The Laurentian Great Lakes are the world’s largest supply of freshwater and their ice cover has a major impact on regional weather and climate, ship navigation, and public safety. Ice experts at the Canadian Ice Service (CIS) have been manually producing operational Great Lakes image analysis charts based on visual interpretation of the synthetic aperture radar (SAR) images. In that regard, we have investigated the performance of the semi-automated segmentation algorithm “glocal” Iterative Region Growing with Semantics (IRGS) for lake ice classification using dual polarized RADARSAT-2 imagery acquired over Lake Erie. Analysis of various case studies indicated that the “glocal” IRGS algorithm could provide a reliable ice-water classification using dual polarized images with a high overall accuracy of 90.4%. However, lake ice types that are based on stage of development were not effectively identified due to the ambiguous relation between backscatter and ice types. The slight improvement of using dual-pol as opposed to single-pol images for ice-water discrimination was also demonstrated.",G18-123001,1727,10.3390/rs10111727,Wang-2018-Semi-Automated,Transformative Sensor Technologies and Smart Watersheds for Canadian Water Futures
Recent global decline in endorheic basin water storages,"Jida Wang, Chunqiao Song, J. T. Reager, Fangfang Yao, J. S. Famiglietti, Yongwei Sheng, Glen M. MacDonald, Fanny Brun, Hannes Müller Schmied, Richard A. Marston, Yoshihide Wada, ","Endorheic (hydrologically landlocked) basins spatially concur with arid/semi-arid climates. Given limited precipitation but high potential evaporation, their water storage is vulnerable to subtle flux perturbations, which are exacerbated by global warming and human activities. Increasing regional evidence suggests a probably recent net decline in endorheic water storage, but this remains unquantified at a global scale. By integrating satellite observations and hydrological modelling, we reveal that during 2002–2016 the global endorheic system experienced a widespread water loss of about 106.3 Gt yr−1, attributed to comparable losses in surface water, soil moisture and groundwater. This decadal decline, disparate from water storage fluctuations in exorheic basins, appears less sensitive to El Nino–Southern Oscillation-driven climate variability, which implies a possible response to longer-term climate conditions and human water management. In the mass-conserved hydrosphere, such an endorheic water loss not only exacerbates local water stress, but also imposes excess water on exorheic basins, leading to a potential sea level rise that matches the contribution of nearly half of the land glacier retreat (excluding Greenland and Antarctica). Given these dual ramifications, we suggest the necessity for long-term monitoring of water storage variation in the global endorheic system and the inclusion of its net contribution to future sea level budgeting.",G18-124001,926-932,10.1038/s41561-018-0265-7,Wang-2018-Recent,Others
Beaver Dams Induce Hyporheic and Biogeochemical Changes in Riparian Areas in a Mountain Peatland,"Xiaoyue Wang, E. L. Shaw, Cherie J. Westbrook, Angela Bedard‐Haughn, ","Hyporheic exchange is important in increasing stream water transit time through basins and enhancing redox-sensitive biogeochemical reactions influencing downstream water quality. Such exchange may be enhanced by beaver dams which are common throughout low order streams including those originating in peatlands. To understand the influence of beaver dams on hyporheic flows and biogeochemical properties, nitrogen (N), dissolved organic nitrogen (DOC) and N cycling rates were observed along a beaver dammed, third-order stream draining Canadian Rocky Mountain peatland. Beaver dams enlarged the hyporheric zone from ≤1.5 to ≥7.5 m. The looping hyporheic flow path created a zone of N and DOC depletion adjacent to the dams. As a result, nitrification rates were lowest in this zone. Where hyporheic flows exited the riparian area and flowed back to the stream channel downstream of a dam, the adjacent riparian area served as a source of N and DOC to the stream. Enhanced nutrient influx to streams owing to beaver dam modified hyporheic flow paths has implications for stream biogeochemical cycling and ecological integrity, which need further exploration.",G18-125001,1017-1032,10.1007/s13157-018-1059-9,Wang-2018-Beaver,Mountain Water Futures
Globally scalable alpine snow metrics,"Nicholas E. Wayand, Christopher B. Marsh, Joseph Shea, John W. Pomeroy, ","Abstract Horizontal and altitudinal redistribution of snow by wind transport and avalanches can be important controls on small- and large-scale snow accumulation patterns that control meltwater supply in alpine environments. Redistribution processes control the spatial variability of snow accumulation, which not only controls meltwater supply, but also regulates snowmelt timing, duration, and rates, as well as snow-covered area depletion and the variable contributing area for meltwater runoff generation. However, most hydrological models and land surface schemes do not consider snow redistribution processes, and those that do are difficult to verify without spatially distributed snow depth measurements. These are rarely available in both high resolution and covering large scales. As an increased number of hydrological models include snow redistribution processes there is a need for additional snowcover metrics to verify snow redistribution schemes over large areas using readily available data. This study develops novel high-resolution (20 m), snowcover indices from remotely sensed imagery (Landsat-8 and Sentinel-2) to evaluate snow redistribution models over alpine areas without in-situ or airborne snow observations. A snowcover absence (SA) index, calculated from snow-free areas during the winter, identifies areas of wind erosion or avalanche source areas. A snowcover persistence (SP) index, calculated from snow-covered areas during the summer, identifies snow deposition in drifts and avalanche deposits. The snowcover indices captured the relative differences in surface observations of snow presence and absence between exposed and sheltered sites on an intensely instrumented ridge in the Canadian Rockies Hydrological Observatory. Within the Tuolumne River Basin in central California (1100 km2), the SP index captured roughly half of the spatial variability (R2 = 0.49 to 0.56) in peak SWE as estimated from airborne LiDAR-derived snow depths. At the individual mountain ridge scale (~800 m), variability in both ablation and snow redistribution controlled the SP patterns over 7979 ridges. Differences in shortwave irradiance explained 76% of the SP variance across ridges, but could not explain smaller-scale (~100 m) SP peaks that are associated with snowdrifts and avalanche deposits. The snowcover indices can be used to evaluate snow redistribution models of the finer scale impacts of snow redistribution by wind and gravity as long as the larger scale influences of spatially variable solar irradiance effects are also simulated.",G18-126001,61-72,10.1016/j.rse.2018.05.012,Wayand-2018-Globally,Mountain Water Futures
Topoedaphic and Forest Controls on Post-Fire Vegetation Assemblies Are Modified by Fire History and Burn Severity in the Northwestern Canadian Boreal Forest,"Ellen Whitman, Marc‐André Parisien, Dan K. Thompson, Mike Flannigan, ","Wildfires, which constitute the most extensive natural disturbance of the boreal biome, produce a broad range of ecological impacts to vegetation and soils that may influence post-fire vegetation assemblies and seedling recruitment. We inventoried post-fire understory vascular plant communities and tree seedling recruitment in the northwestern Canadian boreal forest and characterized the relative importance of fire effects and fire history, as well as non-fire drivers (i.e., the topoedaphic context and climate), to post-fire vegetation assemblies. Topoedaphic context, pre-fire forest structure and composition, and climate primarily controlled the understory plant communities and shifts in the ranked dominance of tree species (***8% and **13% of variance explained, respectively); however, fire and fire-affected soils were significant secondary drivers of post-fire vegetation. Wildfire had a significant indirect effect on understory vegetation communities through post-fire soil properties (**5%), and fire history and burn severity explained the dominance shifts of tree species (*7%). Fire-related variables were important explanatory variables in classification and regression tree models explaining the dominance shifts of four tree species (R2 = 0.43–0.65). The dominance of jack pine (Pinus banksiana Lamb.) and trembling aspen (Populus tremuloides Michx.) increased following fires, whereas that of black spruce (Picea mariana (Mill.) BSP.) and white spruce (Picea glauca (Moench) Voss) declined. The overriding importance of site and climate to post-fire vegetation assemblies may confer some resilience to disturbed forests; however, if projected increases in fire activity in the northwestern boreal forest are borne out, secondary pathways of burn severity, fire frequency, and fire effects on soils are likely to accelerate ongoing climate-driven shifts in species compositions.",G18-127001,151,10.3390/f9030151,Whitman-2018-Topoedaphic,Boreal Water Futures: Canada’s Boreal Wildlands-Society-Water Nexus
Did enhanced afforestation cause high severity peat burn in the Fort McMurray Horse River wildfire?,"Sophie Wilkinson, Paul A. Moore, Mike D. Flannigan, B. M. Wotton, J. M. Waddington, ","Climate change mediated drying of boreal peatlands is expected to enhance peatland afforestation and wildfire vulnerability. The water table depth–afforestation feedback represents a positive feedback that can enhance peat drying and consolidation and thereby increase peat burn severity; exacerbating the challenges and costs of wildfire suppression efforts and potentially shifting the peatland to a persistent source of atmospheric carbon. To address this wildfire management challenge, we examined burn severity across a gradient of drying in a black spruce dominated peatland that was partially drained in 1975−1980 and burned in the 2016 Fort McMurray Horse River wildfire. We found that post-drainage black spruce annual ring width increased substantially with intense drainage. Average (±SD) basal diameter was 2.6 ± 1.2 cm, 3.2 ± 2.0 cm and 7.9 ± 4.7 cm in undrained (UD), moderately drained (MD) and heavily drained (HD) treatments, respectively. Depth of burn was significantly different between treatments (p < 0.001) and averaged (±SD) 2.5 ± 3.5 cm, 6.4 ± 5.0 cm and 36.9 ± 29.6 cm for the UD, MD and HD treatments, respectively. The high burn severity in the HD treatment included 38% of the treatment that experienced combustion of the entire peat profile, and we estimate that overall 51% of the HD pre-burn peat carbon stock was lost. We argue that the HD treatment surpassed an ecohydrological tipping point to high severity peat burn that may be identified using black spruce stand characteristics in boreal plains bogs. While further studies are needed, we believe that quantifying this threshold will aid in developing effective adaptive management techniques and protecting boreal peatland carbon stocks.",G18-128001,014018,10.1088/1748-9326/aaa136,Wilkinson-2018-Did,Boreal Water Futures: Canada’s Boreal Wildlands-Society-Water Nexus
L-band radiometry freeze/ thaw validation using air temperature and ground measurements,"Matthew A. Williamson, Tracy Rowlandson, Aaron Berg, Alexandre Roy, Peter Toose, Chris Derksen, L. Arnold, Erica Tetlock, ",Assessment of remote sensing derived freeze/thaw products from L-band radiometry requires ground validation. There is growing interest in utilizing soil moisture networks to meet this validation re...,G18-129001,403-410,10.1080/2150704x.2017.1422872,Williamson-2018-L-band,Transformative Sensor Technologies and Smart Watersheds for Canadian Water Futures
From principles to practice in paying for nature’s services,"Sven Wunder, Roy Brouwer, Stefanie Engel, Driss Ezzine‐de‐Blas, Roldán Muradian, Unai Pascual, Rute Pinto, ","Payments for Environmental Services (PES) constitute an innovative economic intervention to counteract the global loss of biodiversity and ecosystem functions. In theory, some appealing features should enable PES to perform well in achieving conservation and welfare goals. In practice, outcomes depend on the interplay between context, design and implementation. Inspecting a new global dataset, we find that some PES design principles pre-identified in the social-science literature as desirable, such as spatial targeting and payment differentiation, are only partially being applied in practice. More importantly, the PES-defining principle of conditionality—monitoring compliance and sanctioning detected non-compliance—is seldom being implemented. Administrative ease, multiple non-environmental side objectives and social equity concerns may jointly help explain the reluctance to adopt more sophisticated, theoretically informed practices. However, by taking simplifying shortcuts in design and implementation, PES programmes may become less environmentally effective and efficient as economic incentives, thus underperforming their conservation potential.",G18-130001,145-150,10.1038/s41893-018-0036-x,Wunder-2018-From,Lake Futures: Enhancing Adaptive Capacity and Resilience of Lakes and their Watersheds
In situ microbiota distinguished primary anthropogenic stressor in freshwater sediments,"Yuwei Xie, Tilman Floehr, Xiaowei Zhang, Huang Xiao, Jianghua Yang, Pu Xia, G.A. Burton, Henner Hollert, ","Conventional assessment and evaluation of sediment quality are based on laboratory-based ecotoxicological and chemical measurements with lack of concern for ecological relevance. Microbiotas in sediment are responsive to pollutants and can be used as alternative ecological indicators of sediment pollutants; however, the linkage between the microbial ecology and ecotoxicological endpoints in response to sediment contamination has been poorly evaluated. Here, in situ microbiotas from the Three Gorges Reservoir (TGR) area of the Yangtze River were characterized by DNA metabarcoding approaches, and then, changes of in situ microbiotas were compared with the ecotoxicological endpoint, aryl hydrocarbon receptor (AhR) mediated activity, and level of polycyclic aromatic hydrocarbons (PAHs) in sediments. PAHs and organic pollutant mixtures mediating AhR activity had different effects on the structures of microbiotas. Specifically, Shannon indices of protistan communities were negatively correlated with the levels of AhR mediated activity and PAHs. The sediment AhR activity was positively correlated with the relative abundance of prokaryotic Acetobacteraceae, but had a negative correlation with protistan Oxytrichidae. Furthermore, a quantitative classification model was built to predict the level of AhR activity based on the relative abundances of Acetobacteraceae and Oxytrichidae. These results suggested that in situ Protista communities could provide a useful tool for monitoring and assessing ecological stressors. The observed responses of microbial community provided supplementary evidence to support that the AhR-active pollutants, such as PAHs, were the primary stressors of the aquatic community in TGR area.",G18-131001,189-197,10.1016/j.envpol.2018.03.099,Xie-2018-In,(eDNA) Next Generation Solutions to Ensure Healthy Water Resources for Future Generations
eDNA-based bioassessment of coastal sediments impacted by an oil spill,"Yuwei Xie, Xiaowei Zhang, Jianghua Yang, Seon Jin Kim, Seongjin Hong, John P. Giesy, Un Hyuk Yim, Won Joon Shim, Yu H, Jong Seong Khim, ","Oil spills offshore can cause long-term ecological effects on coastal marine ecosystems. Despite their important ecological roles in the cycling of energy and nutrients in food webs, effects on bacteria, protists or arthropods are often neglected. Environmental DNA (eDNA) metabarcoding was applied to characterize changes in the structure of micro- and macro-biota communities of surface sediments over a 7-year period since the occurrence of Hebei Spirit oil spill on December 7, 2007. Alterations in diversities and structures of micro- and macro-biota were observed in the contaminated area where concentrations of polycyclic aromatic hydrocarbons were greater. Successions of bacterial, protists and metazoan communities revealed long-term ecological effects of residual oil. Residual oil dominated the largest cluster of the community-environment association network. Presence of bacterial families (Aerococcaceae and Carnobacteriaceae) and the protozoan family (Platyophryidae) might have conferred sensitivity of communities to oil pollution. Hydrocarbon-degrading bacterial families (Anaerolinaceae, Desulfobacteraceae, Helicobacteraceae and Piscirickettsiaceae) and algal family (Araphid pennate) were resistant to adverse effects of spilt oil. The protistan family (Subulatomonas) and arthropod families (Folsomia, Sarcophagidae Opomyzoidea, and Anomura) appeared to be positively associated with residual oil pollution. eDNA metabarcoding can provide a powerful tool for assessing effects of anthropogenic pollution, such as oil spills on sediment communities and its long-term trends in coastal marine environments.",G18-132001,739-748,10.1016/j.envpol.2018.02.081,Xie-2018-eDNA-based,(eDNA) Next Generation Solutions to Ensure Healthy Water Resources for Future Generations
"Environmental Indicator Principium with Case References to Agricultural Soil, Water, and Air Quality and Model-Derived Indicators","T. Q. Zhang, Zhiming Zheng, Rattan Lal, Ziyan Lin, Andrew N. Sharpley, Amy L. Shober, Douglas R. Smith, C. S. Tan, Philippe Van Cappellen, ","Environmental indicators are powerful tools for tracking environmental changes, measuring environmental performance, and informing policymakers. Many diverse environmental indicators, including agricultural environmental indicators, are currently in use or being developed. This special collection of technical papers expands on the peer-reviewed literature on environmental indicators and their application to important current issues in the following areas: (i) model-derived indicators to indicate phosphorus losses from arable land to surface runoff and subsurface drainage, (ii) glutathione-ascorbate cycle-related antioxidants as early-warning bioindicators of polybrominated diphenyl ether toxicity in mangroves, and (iii) assessing the effectiveness of using organic matrix biobeds to limit herbicide dissipation from agricultural fields, thereby controlling on-farm point-source pollution. This introductory review also provides an overview of environmental indicators, mainly for agriculture, with examples related to the quality of the agricultural soil-water-air continuum and the application of model-derived indicators. Current knowledge gaps and future lines of investigation are also discussed. It appears that environmental indicators, particularly those for agriculture, work efficiently at the field, catchment, and local scales and serve as valuable metrics of system functioning and response; however, these indicators need to be refined or further developed to comprehensively meet community expectations in terms of providing a consistent picture of relevant issues and/or allowing comparisons to be made nationally or internationally.",G18-133001,191-202,10.2134/jeq2017.10.0398,Zhang-2018-Environmental,Lake Futures: Enhancing Adaptive Capacity and Resilience of Lakes and their Watersheds
Evaluation of convection-permitting WRF CONUS simulation on the relationship between soil moisture and heatwaves,"Zhe Zhang, Yanping Li, Fei Chen, Michael Barlage, Zhenhua Li, ","Soil moisture plays an important role in modulating regional climate from sub-seasonal to seasonal timescales. Particularly important, soil moisture deficits can amplify summer heatwaves (HWs) through soil moisture-temperature feedback which has critical impacts on society, economy and human health. In this study, we evaluate decade-long convection-permitting Weather Research and Forecast (WRF) model simulations over the contiguous US on simulating heatwaves and their relationship with antecedent soil moisture using a dense observational network. We showed that the WRF model is capable of capturing the spatial patten of temperature threshold to define HWs, though the simulation shows a warm bias in the Midwest and cold bias in western mountainous regions. Two HW indices, based on frequency (HWF) and magnitude (HWM), are evaluated. Significant anti-correlations between antecedent soil moisture and both HW indices have been found in most parts of the domain except the South Pacific Coast. A detailed study has been conducted for the Midwest and South Great Plains regions, where two heatwaves had occurred in the last decade. In both regions, the high quantile of the HWF distribution shows a strong dependence on antecedent soil moisture: drier soil leads to much larger increase on the upper quantile of HWF than it does on the lower quantile. Soil moisture effects on the higher end of HWM are not as strong as on the lower end: wetter antecedent soil corresponds to a larger decrease on the lower quantile of HWM. WRF captures the heterogeneous responses to dry soil on HWF distribution in both regions, but overestimates these HWM responses in the Midwest and underestimates them in the South Great Plains. Our results show confidence in WRF’s ability to simulate HW characteristics and the impacts of antecedent soil moisture on HWs. These are also important implications for using high-resolution convection-permitting mode to study the coupling between land and atmosphere.",G18-134001,235-252,10.1007/s00382-018-4508-5,Zhang-2018-Evaluation,Agricultural Water Futures
Forward and Inverse Radar Modeling of Terrestrial Snow Using SnowSAR Data,"Jiyue Zhu, Shurun Tan, Joshua King, Chris Derksen, Juha Lemmetyinen, Leung Tsang, ","In this paper, we develop a radar snow water equivalent (SWE) retrieval algorithm based on a parameterized forward model of bicontinuous dense media radiative transfer (Bic-DMRT). The algorithm is based on retrieving the absorption loss of the snowpack which is directly proportional to the SWE. In the algorithm, Bic-DMRT is first applied to generate a lookup table (LUT) of snowpack backscattering at X- and Ku-band. Regression training is applied to the LUT to transform the dual-frequency backscatter into functions of two parameters: the scattering albedo at X-band and SWE. The background scattering is subtracted from the SnowSAR data to give the volume scattering of snow. Classification of SnowSAR data is applied to provide a priori information. Based on the obtained volume scattering and the priori information, a cost function is established to find SWE. Performance of the retrieval algorithm was tested using three sets of airborne SnowSAR data acquired over mixed areas in Finland and open tundra landscape in Canada. It is shown that the retrieval algorithm has a root-mean-square error below 30 mm of SWE and a correlation coefficient above 0.64.",G18-135001,7122-7132,10.1109/tgrs.2018.2848642,Zhu-2018-Forward,Northern Water Futures
ESM-SnowMIP: assessing snow models and quantifying snow-related climate feedbacks,"Gerhard Krinner, Chris Derksen, Richard Essery, M. Flanner, Stefan Hagemann, Martyn P. Clark, Alex Hall, Helmut Rott, Claire Brutel‐Vuilmet, Hyungjun Kim, Cécile B. Ménard, Lawrence Mudryk, Chad W. Thackeray, Libo Wang, Gabriele Arduini, Gianpaolo Balsamo, Paul Bartlett, Julia Boike, Aaron Boone, F. Chéruy, Jeanne Colin, Matthias Cuntz, Yongjiu Dai, Bertrand Decharme, Jeff Derry, Agnès Ducharne, Emanuel Dutra, Xing Fang, Charles Fierz, Josephine Ghattas, Yeugeniy M. Gusev, Vanessa Haverd, Anna Kontu, Matthieu Lafaysse, R. M. Law, David M. Lawrence, Weiping Li, Thomas Marke, Danny Marks, Martin Ménégoz, О. Н. Насонова, Tomoko Nitta, Michio Niwano, John W. Pomeroy, Mark S. Raleigh, Gerd Schaedler, В. А. Семенов, Tanya Smirnova, Tobias Stacke, Ulrich Strasser, Sean Svenson, Dmitry Turkov, Tao Wang, Nander Wever, Hua Yuan, Wenyan Zhou, Dan Zhu, ","Abstract. This paper describes ESM-SnowMIP, an international coordinated modelling effort to evaluate current snow schemes, including snow schemes that are included in Earth system models, in a wide variety of settings against local and global observations. The project aims to identify crucial processes and characteristics that need to be improved in snow models in the context of local- and global-scale modelling. A further objective of ESM-SnowMIP is to better quantify snow-related feedbacks in the Earth system. Although it is not part of the sixth phase of the Coupled Model Intercomparison Project (CMIP6), ESM-SnowMIP is tightly linked to the CMIP6-endorsed Land Surface, Snow and Soil Moisture Model Intercomparison (LS3MIP).",G18-136001,5027-5049,10.5194/gmd-11-5027-2018,Krinner-2018-ESM-SnowMIP:,Boreal Water Futures: Canada’s Boreal Wildlands-Society-Water Nexus
Mineral Weathering and the Permafrost Carbon‐Climate Feedback,"Scott Zolkos, Suzanne E. Tank, Steven V. Kokelj, ","Permafrost thaw in the Arctic enables the biogeochemical transformation of vast stores of organic carbon into carbon dioxide (CO2). This CO2 release has significant implications for climate feedbacks, yet the potential counterbalance from CO2 fixation via chemical weathering of minerals exposed by thawing permafrost is entirely unstudied. We show that thermokarst in the western Canadian Arctic can enable rapid weathering of carbonate tills, driven by sulfuric acid from sulfide oxidation. Unlike carbonic acid‐driven weathering, this caused significant and previously undocumented CO2 production and outgassing in headwater streams. Increasing riverine solute fluxes correspond with long‐term intensification of thermokarst and reflect the regional predominance of sulfuric acid‐driven carbonate weathering. We conclude that thermokarst‐enhanced mineral weathering has potential to profoundly disrupt Arctic freshwater carbon cycling. While thermokarst and sulfuric acid‐driven carbonate weathering in the western Canadian Arctic amplify CO2 release, regional variation in sulfide oxidation will moderate the effects on the permafrost carbon‐climate feedback.",G18-137001,9623-9632,10.1029/2018gl078748,Zolkos-2018-Mineral,Others
Modelling forest snow processes with a new version of WaSiM,"Kristian Förster, Jakob Garvelmann, Gertraud Meißl, Ulrich Strasser, ","We present a new model extension for the Water balance Simulation Model, WaSiM, which features (i) snow interception and (ii) modified meteorological conditions under coniferous forest canopies, co...",G18-3001,1540-1557,10.1080/02626667.2018.1518626,Förster-2018-Modelling,Others
Retrospective forecasts of the upcoming winter season snow accumulation in the Inn headwaters (European Alps),"Kristian Förster, Florian Hanzer, Elena Stoll, Adam A. Scaife, Craig MacLachlan, Johannes Schöber, Matthias Huttenlau, Stefan Achleitner, Ulrich Strasser, ","Abstract. This article presents analyses of retrospective seasonal forecasts of snow accumulation. Re-forecasts with 4 months' lead time from two coupled atmosphere–ocean general circulation models (NCEP CFSv2 and MetOffice GloSea5) drive the Alpine Water balance and Runoff Estimation model (AWARE) in order to predict mid-winter snow accumulation in the Inn headwaters. As snowpack is hydrological storage that evolves during the winter season, it is strongly dependent on precipitation totals of the previous months. Climate model (CM) predictions of precipitation totals integrated from November to February (NDJF) compare reasonably well with observations. Even though predictions for precipitation may not be significantly more skilful than for temperature, the predictive skill achieved for precipitation is retained in subsequent water balance simulations when snow water equivalent (SWE) in February is considered. Given the AWARE simulations driven by observed meteorological fields as a benchmark for SWE analyses, the correlation achieved using GloSea5-AWARE SWE predictions is r = 0.57. The tendency of SWE anomalies (i.e. the sign of anomalies) is correctly predicted in 11 of 13 years. For CFSv2-AWARE, the corresponding values are r = 0.28 and 7 of 13 years. The results suggest that some seasonal prediction of hydrological model storage tendencies in parts of Europe is possible.",G18-5001,1157-1173,10.5194/hess-22-1157-2018,Förster-2018-Retrospective,Others
Projected cryospheric and hydrological impacts of  21st century climate change in the Ötztal Alps (Austria)  simulated using a physically based approach,"Florian Hanzer, Kristian Förster, Johanna Nemec, Ulrich Strasser, ","Abstract. A physically based hydroclimatological model (AMUNDSEN) is used to assess future climate change impacts on the cryosphere and hydrology of the Ötztal Alps (Austria) until 2100. The model is run in 100 m spatial and 3 h temporal resolution using in total 31 downscaled, bias-corrected, and temporally disaggregated EURO-CORDEX climate projections for the representative concentration pathways (RCPs) 2.6, 4.5, and 8.5 scenarios as forcing data, making this – to date – the most detailed study for this region in terms of process representation and range of considered climate projections. Changes in snow coverage, glacierization, and hydrological regimes are discussed both for a larger area encompassing the Ötztal Alps (1850 km2, 862–3770 m a.s.l.) as well as for seven catchments in the area with varying size (11–165 km2) and glacierization (24–77 %). Results show generally declining snow amounts with moderate decreases (0–20 % depending on the emission scenario) of mean annual snow water equivalent in high elevations (> 2500 m a.s.l.) until the end of the century. The largest decreases, amounting to up to 25–80 %, are projected to occur in elevations below 1500 m a.s.l. Glaciers in the region will continue to retreat strongly, leaving only 4–20 % of the initial (as of 2006) ice volume left by 2100. Total and summer (JJA) runoff will change little during the early 21st century (2011–2040) with simulated decreases (compared to 1997–2006) of up to 11 % (total) and 13 % (summer) depending on catchment and scenario, whereas runoff volumes decrease by up to 39 % (total) and 47 % (summer) towards the end of the century (2071–2100), accompanied by a shift in peak flows from July towards June.",G18-5002,1593-1614,10.5194/hess-22-1593-2018,Hanzer-2018-Projected,Others
"The European mountain cryosphere: a review of its current state, trends, and future challenges","Martin Beniston, Daniel Farinotti, Markus Stoffel, Liss M. Andreassen, Erika Coppola, Nicolas Eckert, Adriano Fantini, Florie Giacona, Christian Hauck, Matthias Huss, Hendrik Huwald, Michael Lehning, Juan I. López‐Moreno, Jan Magnusson, Christoph Marty, Enrique Morán‐Tejeda, Samuel Morin, Mohamed Naaïm, Antonello Provenzale, Antoine Rabatel, Delphine Six, Johann Stötter, Ulrich Strasser, Silvia Terzago, Christian Vincent, ","Abstract. The mountain cryosphere of mainland Europe is recognized to have important impacts on a range of environmental processes. In this paper, we provide an overview on the current knowledge on snow, glacier, and permafrost processes, as well as their past, current, and future evolution. We additionally provide an assessment of current cryosphere research in Europe and point to the different domains requiring further research. Emphasis is given to our understanding of climate–cryosphere interactions, cryosphere controls on physical and biological mountain systems, and related impacts. By the end of the century, Europe's mountain cryosphere will have changed to an extent that will impact the landscape, the hydrological regimes, the water resources, and the infrastructure. The impacts will not remain confined to the mountain area but also affect the downstream lowlands, entailing a wide range of socioeconomical consequences. European mountains will have a completely different visual appearance, in which low- and mid-range-altitude glaciers will have disappeared and even large valley glaciers will have experienced significant retreat and mass loss. Due to increased air temperatures and related shifts from solid to liquid precipitation, seasonal snow lines will be found at much higher altitudes, and the snow season will be much shorter than today. These changes in snow and ice melt will cause a shift in the timing of discharge maxima, as well as a transition of runoff regimes from glacial to nival and from nival to pluvial. This will entail significant impacts on the seasonality of high-altitude water availability, with consequences for water storage and management in reservoirs for drinking water, irrigation, and hydropower production. Whereas an upward shift of the tree line and expansion of vegetation can be expected into current periglacial areas, the disappearance of permafrost at lower altitudes and its warming at higher elevations will likely result in mass movements and process chains beyond historical experience. Future cryospheric research has the responsibility not only to foster awareness of these expected changes and to develop targeted strategies to precisely quantify their magnitude and rate of occurrence but also to help in the development of approaches to adapt to these changes and to mitigate their consequences. Major joint efforts are required in the domain of cryospheric monitoring, which will require coordination in terms of data availability and quality. In particular, we recognize the quantification of high-altitude precipitation as a key source of uncertainty in projections of future changes. Improvements in numerical modeling and a better understanding of process chains affecting high-altitude mass movements are the two further fields that – in our view – future cryospheric research should focus on.",G18-6001,759-794,10.5194/tc-12-759-2018,Beniston-2018-The,Others
"Mixed precipitation occurrences over southern Québec, Canada, under warmer climate conditions using a regional climate model","Dominic Matte, Julie M. Thériault, René Laprise, ","Winter weather events with temperatures near $$0\,^\circ\mathrm{{C}}$$ are often associated with freezing rain. They can have major impacts on the society by causing power outages and disruptions to the transportation networks. Despite the catastrophic consequences of freezing rain, very few studies have investigated how their occurrences could evolve under climate change. This study aims to investigate the change of freezing rain and ice pellets over southern Québec using regional climate modeling at high resolution. The fifth-generation Canadian Regional Climate Model with climate scenario RCP 8.5 at $$0.11^\circ$$ grid mesh was used. The precipitation types such as freezing rain, ice pellets or their combination are diagnosed using five methods (Cantin and Bachand, Bourgouin, Ramer, Czys and, Baldwin). The occurrences of the diagnosed precipitation types for the recent past (1980–2009) are found to be comparable to observations. The projections for the future scenario (2070–2099) suggested a general decrease in the occurrences of mixed precipitation over southern Québec from October to April. This is mainly due to a decrease in long-duration events ( $$\ge 6\,\mathrm{{h}}$$ ). Overall, this study contributes to better understand how the distribution of freezing rain and ice pellets might change in the future using high-resolution regional climate model.",G18-2001,1125-1141,10.1007/s00382-018-4231-2,Matte-2018-Mixed,Climate-Related Precipitation Extremes
"Mercury and omega-3 fatty acid profiles in freshwater fish of the Dehcho Region, Northwest Territories: Informing risk benefit assessments","Matthew Laird, Juan J. Aristizabal Henao, Ellen S. Reyes, Ken D. Stark, George C. Low, Heidi K. Swanson, Brian Laird, ","Traditional foods have significant nutritional, sociocultural and economic value in subarctic First Nations communities of the Northwest Territories, and play a crucial role in promoting cultural continuity and sovereignty. Omega-3 polyunsaturated fatty acids (N-3 PUFAs), including eicosapentaenoic (EPA) and docosahexaenoic acid (DHA), carry significant benefits for neurocognitive development and cardiovascular health. However, the health risks posed by methylmercury may serve to undermine the benefits of fish consumption in Northern Indigenous communities. The objective of this study was to characterize profiles for mercury (Hg) and fatty acids in fish species harvested across lakes of the Dehcho Region, in the Mackenzie Valley of the Northwest Territories, to better understand the risks and benefits associated with traditional foods. Hg levels increased with trophic position, with the highest levels found in Burbot, Lake Trout, Walleye, and Northern Pike. Lake Trout, along with planktivorous species including Lake Whitefish, Cisco, and Sucker, demonstrated higher N-3 PUFAs than other species. Negative associations were observed between Hg and N-3 PUFAs in Lake Trout, Northern Pike, Walleye and Burbot. Further stratifying these relationships revealed significant interactions by lake. Significant differences observed in fatty acid and Hg profiles across lakes underscore the importance of considering both species- and lake-specific findings. This growing dataset of freshwater fish of the Dehcho will inform future efforts to characterize human Hg exposure profiles using probabilistic dose reconstruction models.",G18-3001,1508-1517,10.1016/j.scitotenv.2018.04.381,Laird-2018-Mercury,Northern Water Futures
