title,author,abstract,url,pages,doi,bibkey,project
CWDAT—An Open-Source Tool for the Visualization and Analysis of Community-Generated Water Quality Data,"Annie Gray, Colin Robertson, Rob Feick, ","Citizen science initiatives span a wide range of topics, designs, and research needs. Despite this heterogeneity, there are several common barriers to the uptake and sustainability of citizen science projects and the information they generate. One key barrier often cited in the citizen science literature is data quality. Open-source tools for the analysis, visualization, and reporting of citizen science data hold promise for addressing the challenge of data quality, while providing other benefits such as technical capacity-building, increased user engagement, and reinforcing data sovereignty. We developed an operational citizen science tool called the Community Water Data Analysis Tool (CWDAT)—a R/Shiny-based web application designed for community-based water quality monitoring. Surveys and facilitated user-engagement were conducted among stakeholders during the development of CWDAT. Targeted recruitment was used to gather feedback on the initial CWDAT prototype’s interface, features, and potential to support capacity building in the context of community-based water quality monitoring. Fourteen of thirty-two invited individuals (response rate 44%) contributed feedback via a survey or through facilitated interaction with CWDAT, with eight individuals interacting directly with CWDAT. Overall, CWDAT was received favourably. Participants requested updates and modifications such as water quality thresholds and indices that reflected well-known barriers to citizen science initiatives related to data quality assurance and the generation of actionable information. Our findings support calls to engage end-users directly in citizen science tool design and highlight how design can contribute to users’ understanding of data quality. Enhanced citizen participation in water resource stewardship facilitated by tools such as CWDAT may provide greater community engagement and acceptance of water resource management and policy-making.",G21-61001,207,10.3390/ijgi10040207,Gray-2021-CWDAT—An,"GLOBAL WATER CITIZENSHIP: INTEGRATING NETWORKED CITIZENS, SCIENTISTS AND LOCAL DECISION MAKERS"
Explanation and Probabilistic Prediction of Hydrological Signatures with Statistical Boosting Algorithms,"Hristos Tyralis, Georgia Papacharalampous, Andreas Langousis, S. Papalexiou, ","Hydrological signatures, i.e., statistical features of streamflow time series, are used to characterize the hydrology of a region. A relevant problem is the prediction of hydrological signatures in ungauged regions using the attributes obtained from remote sensing measurements at ungauged and gauged regions together with estimated hydrological signatures from gauged regions. The relevant framework is formulated as a regression problem, where the attributes are the predictor variables and the hydrological signatures are the dependent variables. Here we aim to provide probabilistic predictions of hydrological signatures using statistical boosting in a regression setting. We predict 12 hydrological signatures using 28 attributes in 667 basins in the contiguous US. We provide formal assessment of probabilistic predictions using quantile scores. We also exploit the statistical boosting properties with respect to the interpretability of derived models. It is shown that probabilistic predictions at quantile levels 2.5% and 97.5% using linear models as base learners exhibit better performance compared to more flexible boosting models that use both linear models and stumps (i.e., one-level decision trees). On the contrary, boosting models that use both linear models and stumps perform better than boosting with linear models when used for point predictions. Moreover, it is shown that climatic indices and topographic characteristics are the most important attributes for predicting hydrological signatures.",G21-62001,333,10.3390/rs13030333,Tyralis-2021-Explanation,Paradigm Shift in Downscaling Climate Model Projections: Building Models and Tools to Advance Climate Change Research in Cold Regions
Crop Biomass Mapping Based on Ecosystem Modeling at Regional Scale Using High Resolution Sentinel-2 Data,"Li He, Rong Wang, G. Mostovoy, Jane Liu, Jing M. Chen, Jiali Shang, Jiangui Liu, Heather McNairn, Jarrett Powers, ","We evaluate the potential of using a process-based ecosystem model (BEPS) for crop biomass mapping at 20 m resolution over the research site in Manitoba, western Canada driven by spatially explicit leaf area index (LAI) retrieved from Sentinel-2 spectral reflectance throughout the entire growing season. We find that overall, the BEPS-simulated crop gross primary production (GPP), net primary production (NPP), and LAI time-series can explain 82%, 83%, and 85%, respectively, of the variation in the above-ground biomass (AGB) for six selected annual crops, while an application of individual crop LAI explains only 50% of the variation in AGB. The linear relationships between the AGB and these three indicators (GPP, NPP and LAI time-series) are rather high for the six crops, while the slopes of the regression models vary for individual crop type, indicating the need for calibration of key photosynthetic parameters and carbon allocation coefficients. This study demonstrates that accumulated GPP and NPP derived from an ecosystem model, driven by Sentinel-2 LAI data and abiotic data, can be effectively used for crop AGB mapping; the temporal information from LAI is also effective in AGB mapping for some crop types.",G21-63001,806,10.3390/rs13040806,He-2021-Crop,Southern Forests Water Futures
The Boreal–Arctic Wetland and Lake Dataset (BAWLD),"David Olefeldt, Mikael Hovemyr, McKenzie A. Kuhn, David Bastviken, Theodore J. Bohn, John Connolly, Patrick Crill, Eugénie Euskirchen, S. A. Finkelstein, Hélène Genet, Guido Grosse, Lorna I. Harris, Liam Heffernan, Manuel Helbig, Gustaf Hugelius, Ryan H. S. Hutchins, Sari Juutinen, Mark J. Lara, Avni Malhotra, Kristen L. Manies, A. David McGuire, Susan M. Natali, J. A. O’Donnell, Frans-Jan W. Parmentier, Aleksi Räsänen, Christina Schädel, Oliver Sonnentag, Maria Strack, Suzanne E. Tank, Claire C. Treat, Ruth K. Varner, Tarmo Virtanen, Rebecca K. Warren, Jennifer D. Watts, ","Abstract. Methane emissions from boreal and arctic wetlands, lakes, and rivers are expected to increase in response to warming and associated permafrost thaw. However, the lack of appropriate land cover datasets for scaling field-measured methane emissions to circumpolar scales has contributed to a large uncertainty for our understanding of present-day and future methane emissions. Here we present the Boreal–Arctic Wetland and Lake Dataset (BAWLD), a land cover dataset based on an expert assessment, extrapolated using random forest modelling from available spatial datasets of climate, topography, soils, permafrost conditions, vegetation, wetlands, and surface water extents and dynamics. In BAWLD, we estimate the fractional coverage of five wetland, seven lake, and three river classes within 0.5 × 0.5∘ grid cells that cover the northern boreal and tundra biomes (17 % of the global land surface). Land cover classes were defined using criteria that ensured distinct methane emissions among classes, as indicated by a co-developed comprehensive dataset of methane flux observations. In BAWLD, wetlands occupied 3.2 × 106 km2 (14 % of domain) with a 95 % confidence interval between 2.8 and 3.8 × 106 km2. Bog, fen, and permafrost bog were the most abundant wetland classes, covering ∼ 28 % each of the total wetland area, while the highest-methane-emitting marsh and tundra wetland classes occupied 5 % and 12 %, respectively. Lakes, defined to include all lentic open-water ecosystems regardless of size, covered 1.4 × 106 km2 (6 % of domain). Low-methane-emitting large lakes (>10 km2) and glacial lakes jointly represented 78 % of the total lake area, while high-emitting peatland and yedoma lakes covered 18 % and 4 %, respectively. Small (<0.1 km2) glacial, peatland, and yedoma lakes combined covered 17 % of the total lake area but contributed disproportionally to the overall spatial uncertainty in lake area with a 95 % confidence interval between 0.15 and 0.38 × 106 km2. Rivers and streams were estimated to cover 0.12 × 106 km2 (0.5 % of domain), of which 8 % was associated with high-methane-emitting headwaters that drain organic-rich landscapes. Distinct combinations of spatially co-occurring wetland and lake classes were identified across the BAWLD domain, allowing for the mapping of “wetscapes” that have characteristic methane emission magnitudes and sensitivities to climate change at regional scales. With BAWLD, we provide a dataset which avoids double-accounting of wetland, lake, and river extents and which includes confidence intervals for each land cover class. As such, BAWLD will be suitable for many hydrological and biogeochemical modelling and upscaling efforts for the northern boreal and arctic region, in particular those aimed at improving assessments of current and future methane emissions. Data are freely available at https://doi.org/10.18739/A2C824F9X (Olefeldt et al., 2021).",G21-66001,5127-5149,10.5194/essd-13-5127-2021,Olefeldt-Hovemyr-2021-The-Boreal–Arctic,Northern Water Futures
A process-based evaluation of the Intermediate Complexity Atmospheric Research Model (ICAR) 1.0.1,"Johannes Horak, Marlis Hofer, E. D. Gutmann, Alexander Gohm, Mathias W. Rotach, ","Abstract. The evaluation of models in general is a nontrivial task and can, due to epistemological and practical reasons, never be considered complete. Due to this incompleteness, a model may yield correct results for the wrong reasons, i.e., via a different chain of processes than found in observations. While guidelines and strategies exist in the atmospheric sciences to maximize the chances that models are correct for the right reasons, these are mostly applicable to full physics models, such as numerical weather prediction models. The Intermediate Complexity Atmospheric Research (ICAR) model is an atmospheric model employing linear mountain wave theory to represent the wind field. In this wind field, atmospheric quantities such as temperature and moisture are advected and a microphysics scheme is applied to represent the formation of clouds and precipitation. This study conducts an in-depth process-based evaluation of ICAR, employing idealized simulations to increase the understanding of the model and develop recommendations to maximize the probability that its results are correct for the right reasons. To contrast the obtained results from the linear-theory-based ICAR model to a full physics model, idealized simulations with the Weather Research and Forecasting (WRF) model are conducted. The impact of the developed recommendations is then demonstrated with a case study for the South Island of New Zealand. The results of this investigation suggest three modifications to improve different aspects of ICAR simulations. The representation of the wind field within the domain improves when the dry and the moist Brunt–Väisälä frequencies are calculated in accordance with linear mountain wave theory from the unperturbed base state rather than from the time-dependent perturbed atmosphere. Imposing boundary conditions at the upper boundary that are different to the standard zero-gradient boundary condition is shown to reduce errors in the potential temperature and water vapor fields. Furthermore, the results show that there is a lowest possible model top elevation that should not be undercut to avoid influences of the model top on cloud and precipitation processes within the domain. The method to determine the lowest model top elevation is applied to both the idealized simulations and the real terrain case study. Notable differences between the ICAR and WRF simulations are observed across all investigated quantities such as the wind field, water vapor and hydrometeor distributions, and the distribution of precipitation. The case study indicates that the precipitation maximum calculated by the ICAR simulation employing the developed recommendations is spatially shifted upwind in comparison to an unmodified version of ICAR. The cause for the shift is found in influences of the model top on cloud formation and precipitation processes in the ICAR simulations. Furthermore, the results show that when model skill is evaluated from statistical metrics based on comparisons to surface observations only, such an analysis may not reflect the skill of the model in capturing atmospheric processes like gravity waves and cloud formation.",G21-67001,1657-1680,10.5194/gmd-14-1657-2021,Horak-2021-A,Others
InundatEd-v1.0: a height above nearest drainage (HAND)-based flood risk modeling system using a discrete global grid system,"Chiranjib Chaudhuri, Annie Gray, Colin Robertson, ","Abstract. Despite the high historical losses attributed to flood events, Canadian flood mitigation efforts have been hindered by a dearth of current, accessible flood extent/risk models and maps. Such resources often entail large datasets and high computational requirements. This study presents a novel, computationally efficient flood inundation modeling framework (“InundatEd”) using the height above nearest drainage (HAND)-based solution for Manning's equation, implemented in a big-data discrete global grid system (DGGS)-based architecture with a web-GIS (Geographic Information Systems) platform. Specifically, this study aimed to develop, present, and validate InundatEd through binary classification comparisons to recently observed flood events. The framework is divided into multiple swappable modules including GIS pre-processing; regional regression; inundation models; and web-GIS visualization. Extent testing and processing speed results indicate the value of a DGGS-based architecture alongside a simple conceptual inundation model and a dynamic user interface.",G21-68001,3295-3315,10.5194/gmd-14-3295-2021,Chaudhuri-2021-InundatEd-v1.0:,"GLOBAL WATER CITIZENSHIP: INTEGRATING NETWORKED CITIZENS, SCIENTISTS AND LOCAL DECISION MAKERS"
Soil dielectric characterization during freeze–thaw transitions  using L-band coaxial and soil moisture probes,"Alex Mavrovic, Renato Pardo Lara, Aaron Berg, François Demontoux, A. Royer, Alexandre Roy, ","Abstract. Soil microwave permittivity is a crucial parameter in passive microwave retrieval algorithms but remains a challenging variable to measure. To validate and improve satellite microwave data products, precise and reliable estimations of the relative permittivity (εr=ε/ε0=ε′-jε′′; unitless) of soils are required, particularly for frozen soils. In this study, permittivity measurements were acquired using two different instruments: the newly designed open-ended coaxial probe (OECP) and the conventional Stevens HydraProbe. Both instruments were used to characterize the permittivity of soil samples undergoing several freeze–thaw cycles in a laboratory environment. The measurements were compared to soil permittivity models. The OECP measured frozen (εfrozen′=[3.5; 6.0], εfrozen′′=[0.46; 1.2]) and thawed (εthawed′=[6.5; 22.8], εthawed′′=[1.43; 5.7]) soil microwave permittivity. We also demonstrate that cheaper and widespread soil permittivity probes operating at lower frequencies (i.e., Stevens HydraProbe) can be used to estimate microwave permittivity given proper calibration relative to an L-band (1–2 GHz) probe. This study also highlighted the need to improve dielectric soil models, particularly during freeze–thaw transitions. There are still important discrepancies between in situ and modeled estimates and no current model accounts for the hysteresis effect shown between freezing and thawing processes, which could have a significant impact on freeze–thaw detection from satellites.",G21-69001,1117-1131,10.5194/hess-25-1117-2021,Mavrovic-2021-Soil,Transformative Sensor Technologies and Smart Watersheds for Canadian Water Futures
Snowpack dynamics in the Lebanese mountains from quasi-dynamically downscaled ERA5 reanalysis updated by assimilating remotely sensed fractional snow-covered area,"Esteban Alonso‐González, E. D. Gutmann, Kristoffer Aalstad, Abbas Fayad, Marine Bouchet, Simon Gascoin, ","Abstract. The snowpack over the Mediterranean mountains constitutes a key water resource for the downstream populations. However, its dynamics have not been studied in detail yet in many areas, mostly because of the scarcity of snowpack observations. In this work, we present a characterization of the snowpack over the two mountain ranges of Lebanon. To obtain the necessary snowpack information, we have developed a 1 km regional-scale snow reanalysis (ICAR_assim) covering the period 2010–2017. ICAR_assim was developed by means of an ensemble-based data assimilation of Moderate Resolution Imaging Spectroradiometer (MODIS) fractional snow-covered area (fSCA) through an energy and mass snow balance model, the Flexible Snow Model (FSM2), using the particle batch smoother (PBS). The meteorological forcing data were obtained by a regional atmospheric simulation from the Intermediate Complexity Atmospheric Research model (ICAR) nested inside a coarser regional simulation from the Weather Research and Forecasting model (WRF). The boundary and initial conditions of WRF were provided by the ERA5 atmospheric reanalysis. ICAR_assim showed very good agreement with MODIS gap-filled snow products, with a spatial correlation of R=0.98 in the snow probability (P(snow)) and a temporal correlation of R=0.88 on the day of peak snow water equivalent (SWE). Similarly, ICAR_assim has shown a correlation with the seasonal mean SWE of R=0.75 compared with in situ observations from automatic weather stations (AWSs). The results highlight the high temporal variability in the snowpack in the Lebanese mountain ranges, with the differences between Mount Lebanon and the Anti-Lebanon Mountains that cannot only be explained by hypsography as the Anti-Lebanon Mountains are in the rain shadow of Mount Lebanon. The maximum fresh water stored in the snowpack is in the middle elevations, approximately between 2200 and 2500 m a.s.l. (above sea level). Thus, the resilience to further warming is low for the snow water resources of Lebanon due to the proximity of the snowpack to the zero isotherm.",G21-71001,4455-4471,10.5194/hess-25-4455-2021,Alonso-González-2021-Snowpack,Others
A history of TOPMODEL,"Keith Beven, M. J. Kirkby, Jim Freer, Robert A. Lamb, ","Abstract. The theory that forms the basis of TOPMODEL (a topography-based hydrological model) was first outlined by Mike Kirkby some 45 years ago. This paper recalls some of the early developments, the rejection of the first journal paper, the early days of digital terrain analysis, model calibration and validation, the various criticisms of the simplifying assumptions, and the relaxation of those assumptions in the dynamic forms of TOPMODEL. A final section addresses the question of what might be done now in seeking a simple, parametrically parsimonious model of hillslope and small catchment processes if we were starting again.",G21-72001,527-549,10.5194/hess-25-527-2021,Beven-2021-A,Core Modelling & Forecasting Team
Observed snow depth trends in the European Alps: 1971 to 2019,"Michael Matiu, Alice Crespi, Giacomo Bertoldi, Carlo Maria Carmagnola, Christoph Marty, Samuel Morin, Wolfgang Schöner, Daniele Cat Berro, Gabriele Chiogna, Ludovica De Gregorio, Sven Kotlarski, Bruno Majone, Gernot Resch, Silvia Terzago, Mauro Valt, Walter Beozzo, Paola Cianfarra, Isabelle Gouttevin, Giorgia Marcolini, Claudia Notarnicola, Marcello Petitta, Simon C. Scherrer, Ulrich Strasser, Michael Winkler, Marc Zebisch, A. Cicogna, R. Cremonini, Andrea Debernardi, Mattia Faletto, Mauro Gaddo, Lorenzo Giovannini, Luca Mercalli, Jean Michel Soubeyroux, Andrea Sušnik, Alberto Trenti, Stefano Urbani, Viktor Weilguni, ","Abstract. The European Alps stretch over a range of climate zones which affect the spatial distribution of snow. Previous analyses of station observations of snow were confined to regional analyses. Here, we present an Alpine-wide analysis of snow depth from six Alpine countries – Austria, France, Germany, Italy, Slovenia, and Switzerland – including altogether more than 2000 stations of which more than 800 were used for the trend assessment. Using a principal component analysis and k-means clustering, we identified five main modes of variability and five regions which match the climatic forcing zones: north and high Alpine, north-east, north-west, south-east, and south and high Alpine. Linear trends of monthly mean snow depth between 1971 and 2019 showed decreases in snow depth for most stations from November to May. The average trend among all stations for seasonal (November to May) mean snow depth was −8.4 % per decade, for seasonal maximum snow depth −5.6 % per decade, and for seasonal snow cover duration −5.6 % per decade. Stronger and more significant trends were observed for periods and elevations where the transition from snow to snow-free occurs, which is consistent with an enhanced albedo feedback. Additionally, regional trends differed substantially at the same elevation, which challenges the notion of generalizing results from one region to another or to the whole Alps. This study presents an analysis of station snow depth series with the most comprehensive spatial coverage in the European Alps to date.",G21-74001,1343-1382,10.5194/tc-15-1343-2021,Matiu-2021-Observed,Others
Evaluating a prediction system for snow management,"Pirmin Philipp Ebner, Franziska Koch, Valentina Premier, Carlo Marín, Florian Hanzer, Carlo Maria Carmagnola, Hugues François, Daniel Günther, Fabiano Monti, Olivier Hargoaa, Ulrich Strasser, Samuel Morin, Michael Lehning, ","Abstract. The evaluation of snowpack models capable of accounting for snow management in ski resorts is a major step towards acceptance of such models in supporting the daily decision-making process of snow production managers. In the framework of the EU Horizon 2020 (H2020) project PROSNOW, a service to enable real-time optimization of grooming and snow-making in ski resorts was developed. We applied snow management strategies integrated in the snowpack simulations of AMUNDSEN, Crocus, and SNOWPACK–Alpine3D for nine PROSNOW ski resorts located in the European Alps. We assessed the performance of the snow simulations for five winter seasons (2015–2020) using both ground-based data (GNSS-measured snow depth) and spaceborne snow maps (Copernicus Sentinel-2). Particular attention has been devoted to characterizing the spatial performance of the simulated piste snow management at a resolution of 10 m. The simulated results showed a high overall accuracy of more than 80 % for snow-covered areas compared to the Sentinel-2 data. Moreover, the correlation to the ground observation data was high. Potential sources for local differences in the snow depth between the simulations and the measurements are mainly the impact of snow redistribution by skiers; compensation of uneven terrain when grooming; or spontaneous local adaptions of the snow management, which were not reflected in the simulations. Subdividing each individual ski resort into differently sized ski resort reference units (SRUs) based on topography showed a slight decrease in mean deviation. Although this work shows plausible and robust results on the ski slope scale by all three snowpack models, the accuracy of the results is mainly dependent on the detailed representation of the real-world snow management practices in the models. As snow management assessment and prediction systems get integrated into the workflow of resort managers, the formulation of snow management can be refined in the future.",G21-75001,3949-3973,10.5194/tc-15-3949-2021,Ebner-2021-Evaluating,Others
Multi-scale snowdrift-permitting modelling of mountain snowpack,"Vincent Vionnet, Christopher B. Marsh, Brian Menounos, Simon Gascoin, Nicholas E. Wayand, J. M. Shea, Kriti Mukherjee, John W. Pomeroy, ","Abstract. The interaction of mountain terrain with meteorological processes causes substantial temporal and spatial variability in snow accumulation and ablation. Processes impacted by complex terrain include large-scale orographic enhancement of snowfall, small-scale processes such as gravitational and wind-induced transport of snow, and variability in the radiative balance such as through terrain shadowing. In this study, a multi-scale modelling approach is proposed to simulate the temporal and spatial evolution of high-mountain snowpacks. The multi-scale approach combines atmospheric data from a numerical weather prediction system at the kilometre scale with process-based downscaling techniques to drive the Canadian Hydrological Model (CHM) at spatial resolutions allowing for explicit snow redistribution modelling. CHM permits a variable spatial resolution by using the efficient terrain representation by unstructured triangular meshes. The model simulates processes such as radiation shadowing and irradiance to slopes, blowing-snow transport (saltation and suspension) and sublimation, avalanching, forest canopy interception and sublimation, and snowpack melt. Short-term, kilometre-scale atmospheric forecasts from Environment and Climate Change Canada's Global Environmental Multiscale Model through its High Resolution Deterministic Prediction System (HRDPS) drive CHM and are downscaled to the unstructured mesh scale. In particular, a new wind-downscaling strategy uses pre-computed wind fields from a mass-conserving wind model at 50 m resolution to perturb the mesoscale HRDPS wind and to account for the influence of topographic features on wind direction and speed. HRDPS-CHM was applied to simulate snow conditions down to 50 m resolution during winter 2017/2018 in a domain around the Kananaskis Valley (∼1000 km2) in the Canadian Rockies. Simulations were evaluated using high-resolution airborne light detection and ranging (lidar) snow depth data and snow persistence indexes derived from remotely sensed imagery. Results included model falsifications and showed that both wind-induced and gravitational snow redistribution need to be simulated to capture the snowpack variability and the evolution of snow depth and persistence with elevation across the region. Accumulation of windblown snow on leeward slopes and associated snow cover persistence were underestimated in a CHM simulation driven by wind fields that did not capture lee-side flow recirculation and associated wind speed decreases. A terrain-based metric helped to identify these lee-side areas and improved the wind field and the associated snow redistribution. An overestimation of snow redistribution from windward to leeward slopes and subsequent avalanching was still found. The results of this study highlight the need for further improvements of snowdrift-permitting models for large-scale applications, in particular the representation of subgrid topographic effects on snow transport.",G21-76001,743-769,10.5194/tc-15-743-2021,Vionnet-2021-Multi-scale,SPADE: Storms and Precipitation Across the Continental Divide Experiment
Stream power index for networks (SPIN) toolbox for decision support in urbanizing watersheds,"Kimisha Ghunowa, Bruce MacVicar, Peter Ashmore, ","Urbanization typically leads to erosion and instability in rivers, and many management and restoration strategies have been developed to dampen the worst impacts. Stream power, defined as the rate of energy expenditure in a river, is a promising metric for analyzing cumulative effects. In this paper we describe a spatial decision support system called the Stream Power Index for Networks (SPIN) toolbox that can be used to assess urban river stability at a watershed scale. The objectives of the paper are to: a) describe the toolbox algorithms and procedures and b) demonstrate the utility of the approach. SPIN is written in Python and packaged as an ArcGIS toolbox. The toolbox combines existing landscape analysis algorithms with new algorithms to model river confluences, channel sinuosity, and threshold sediment particle sizes. Data can also be ingested from a standard hydraulic model. Two case studies demonstrate use of the toolbox to: i) anticipate current morphology; ii) predict urban morphologic change; and iii) analyze the benefits for stormwater management and channel restoration scenarios on channel stability.",G21-4001,105185,10.1016/j.envsoft.2021.105185,Ghunowa-2021-Stream,Linking Stream Network Process Models to Robust Data Management Systems for the Purpose of Land-Use Decision Support
Experiments on restoring alluvial cover using gravel augmentation in a variable width channel with irregular meanders,"Sarah Peirce, Bruce MacVicar, Elli Papangelakis, Louis Vervynck, Peter Ashmore, ","In partially-alluvial channels, an understanding of cover formation over a non-alluvial substrate is necessary for effective river management or restoration. Urban rivers, for example, are often sediment starved such that the underlying substrate may be exposed. Few experiments have investigated cover development in meandering channels, particularly where width and meander geometry are irregular as is often the case for partially alluvial channels. The purpose of this work is to support the development of sediment augmentation strategies to mitigate channel degradation and restore alluvial cover. The experiments also provide new insight into the impact of sediment supply rates on alluvial cover dynamics in variable-width channels. Under constant flow discharge and a continuous supply of sediment, sediment disperses downstream of the feed location and cover develops in a fragmented fashion. Cover initiation occurs downstream of bend apexes and develops as a series of discrete fixed bars whose morphology differs as a function of bend geometry and channel width. Cover expands and bars merge with time under steady sediment supply and discharge, eventually thickening to an equilibrium state in which sediment supply and output are approximately balanced. Higher sediment supply rates result in more extensive and thicker cover at equilibrium, including cover expanding into the cross-overs between the main bars. Coarse and fine fractions of the sediment supply are preferentially retained in the cover sediment because of fine particle deposition on bar tops and burial of initial coarse deposits. Models of areal cover with feed rate and cover thickness are proposed and compared with other studies. More experimentation is needed, but augmentation of alluvial gravel cover is a feasible approach to maintaining a sediment balance in partially-alluvial channels and for developing mobile alluvial cover in engineered channels.",G21-5001,107585,10.1016/j.geomorph.2020.107585,Peirce-2021-Experiments,Linking Stream Network Process Models to Robust Data Management Systems for the Purpose of Land-Use Decision Support
Temporal Patterns of Bacterial and Viral Communities during Algae Blooms of a Reservoir in Macau,"Dini Hu, John P. Giesy, Min Guo, Wai Kin Ung, Yijun Kong, Kai Meng Mok, Simon Ming‐Yuen Lee, ","Compositions of microbial communities associated with blooms of algae in a storage reservoir in Macau, China were investigated between 2013 and 2016. Algae were enumerated by visible light microscopy. Profiles of organisms in water were examined by 16S rRNA sequences and viral metagenomics, based on next generation sequencing. Results of 16S rRNA sequencing indicated that majority of the identified organisms were bacteria closely related to Proteobacteria, Cyanobacteria, Verrucomicrobia, Bacteroidetes, and Actinobacteria. Metagenomics sequences demonstrated that the dominant virus was Phycodnavirus, accounting for 70% of the total population. Patterns of relative numbers of bacteria in the microbial community and their temporal changes were determined through alpha diversity indices, principal coordinates analysis (PCoA), relative abundance, and visualized by Venn diagrams. Ways in which the bacterial and viral communities are influenced by various water-related variables were elucidated based on redundancy analysis (RDA). Relationships of the relative numbers of bacteria with trophic status in a reservoir used for drinking water in Macau, provided insight into associations of Phycodnavirus and Proteobacteria with changes in blooms of algae.",G21-6001,894,10.3390/toxins13120894,Hu-2021-Temporal,(eDNA) Next Generation Solutions to Ensure Healthy Water Resources for Future Generations
Composition Wheels: Visualizing dissolved organic matter using common composition metrics across a variety of Canadian ecozones,"Pieter J. K. Aukes, Sherry L. Schiff, ","Dissolved organic matter (DOM) is a ubiquitous component of aquatic systems, impacting aquatic health and drinking water quality. These impacts depend on the mixture of organic molecules that comprise DOM. Changing climates are altering both the amount and character of DOM being transported from the terrestrial system into adjacent surface waters, yet DOM composition is not monitored as often as overall concentration. Many DOM characterization methods exist, confounding comparison of DOM composition across different studies. The objective of this research is to determine which parameters in a suite of relatively simple and common DOM characterization techniques explain the most variability in DOM composition from surface and groundwater sites. Further, we create a simple visualization tool to easily compare compositional differences in DOM. A large number of water samples (n = 250) was analyzed from six Canadian ecozones for DOM concentration, ultraviolet-visible light absorbance, molecular size, and elemental ratios. Principal component analyses was used to identify quasi-independent DOM compositional parameters that explained the highest variability in the dataset: spectral slope, specific-UV absorbance at 255nm, humic substances fraction, and dissolved organic carbon to dissolved organic nitrogen ratio. A ‘Composition Wheel’ was created by plotting these four parameters as a polygon. Our results find similarities in DOM composition irrespective of site differences in vegetation and climate. Further, two main end-member Composition Wheel shapes were revealed that correspond to DOM in organic-rich groundwaters and DOM influenced by photodegradation. The Composition Wheel approach uses easily visualized differences in polygon shape to quantify how DOM evolves by natural processes along the aquatic continuum and to track sources and degradation of DOM.",G21-8001,e0253972,10.1371/journal.pone.0253972,Aukes-2021-Composition,Northern Water Futures
Catching a resurgence: Increase in SARS-CoV-2 viral RNA identified in wastewater 48 h before COVID-19 clinical tests and 96 h before hospitalizations,"Patrick M. D’Aoust, Tyson E. Graber, Élisabeth Mercier, Danika Montpetit, Ilya Alexandrov, Nafisa Neault, Aiman Tariq Baig, Janice Mayne, Xu Zhang, Tommy Alain, Mark R. Servos, Nivetha Srikanthan, Malcolm R. MacKenzie, Daniel Figeys, Manuel Dujovny, Peter Jüni, Alex MacKenzie, Robert Delatolla, ","Curtailing the Spring 2020 COVID-19 surge required sweeping and stringent interventions by governments across the world. Wastewater-based COVID-19 epidemiology programs have been initiated in many countries to provide public health agencies with a complementary disease tracking metric and non-discriminating surveillance tool. However, their efficacy in prospectively capturing resurgences following a period of low prevalence is unclear. In this study, the SARS-CoV-2 viral signal was measured in primary clarified sludge harvested every two days at the City of Ottawa's water resource recovery facility during the summer of 2020, when clinical testing recorded daily percent positivity below 1%. In late July, increases of >400% in normalized SARS-CoV-2 RNA signal in wastewater were identified 48 h prior to reported >300% increases in positive cases that were retrospectively attributed to community-acquired infections. During this resurgence period, SARS-CoV-2 RNA signal in wastewater preceded the reported >160% increase in community hospitalizations by approximately 96 h. This study supports wastewater-based COVID-19 surveillance of populations in augmenting the efficacy of diagnostic testing, which can suffer from sampling biases or timely reporting as in the case of hospitalization census.",G21-9001,145319,10.1016/j.scitotenv.2021.145319,D'Aoust-2021-Catching,Others
"Science, Data, and the Struggle for Standing in Environmental Governance","Philip A. Loring, Hannah L. Harrison, Valencia Gaspard, Sarah Minnes, Helen M. Baulch, ","Here, we explore how people entangled in natural resource conflicts employ and discuss data. We draw on ethnographic research with two cases of conflict: salmon fisheries in Alaska, USA, and agricultural water management in Saskatchewan, Canada. Both cases illustrate how data, through the scientization of environmental governance, can become a means of empowerment and disempowerment: empowering those with access and influence over data and disempowering those without such access. In both locales, people find it necessary to perform their expertise, justify the veracity of their data, and discount the data held by others if they wish to achieve or maintain standing. We call this “datamentality” and draw lessons from these cases for how we can structure environmental governance such that it benefits from robust data and science while meeting the needs of individuals, avoiding or managing power struggles, and protecting the rights of all involved.",G21-10001,1584-1601,10.1080/08941920.2021.1979150,"Loring-2021-Science,",Prairie Water: Enhancing resilience of Prairie communities through sustainable water management
