title,author,abstract,url,pages,doi,bibkey
Is the Northern Permafrost Zone a Source or a Sink for Carbon?,"Frans-Jan Parmentier, Oliver Sonnentag, Marguerite Mauritz, Anna-Maria Virkkala, Edward Schuur, ","Thawing permafrost could release large amounts of carbon into the atmosphere, but finding out how much requires better collection and curation of data.",G19-137001,,10.1029/2019eo130507,Parmentier-2019-Is
Estimation of depression-focussed groundwater recharge using chloride mass balance: problems and solutions across scales,"Igor Pavlovskii, Masaki Hayashi, Edwin E. Cey, ",,G19-138001,2263-2278,10.1007/s10040-019-01993-2,Pavlovskii-2019-Estimation
"Multi-year evaluation of airborne geodetic surveys to estimate seasonal mass balance, Columbia and Rocky Mountains, Canada","Ben M. Pelto, Brian Menounos, Shawn J. Marshall, ","Abstract. Seasonal measurements of glacier mass balance provide insight into the relation between climate forcing and glacier change. To evaluate the feasibility of using remotely sensed methods to assess seasonal balance, we completed tandem airborne laser scanning (ALS) surveys and field-based glaciological measurements over a 4-year period for six alpine glaciers that lie in the Columbia and Rocky Mountains, near the headwaters of the Columbia River, British Columbia, Canada. We calculated annual geodetic balance using coregistered late summer digital elevation models (DEMs) and distributed estimates of density based on surface classification of ice, snow, and firn surfaces. Winter balance was derived using coregistered late summer and spring DEMs, as well as density measurements from regional snow survey observations and our glaciological measurements. Geodetic summer balance was calculated as the difference between winter and annual balance. Winter mass balance from our glaciological observations averaged 1.95±0.09 m w.e. (meter water equivalent), 4 % larger than those derived from geodetic surveys. Average glaciological summer and annual balance were 3 % smaller and 3 % larger, respectively, than our geodetic estimates. We find that distributing snow, firn, and ice density based on surface classification has a greater influence on geodetic annual mass change than the density values themselves. Our results demonstrate that accurate assessments of seasonal mass change can be produced using ALS over a series of glaciers spanning several mountain ranges. Such agreement over multiple seasons, years, and glaciers demonstrates the ability of high-resolution geodetic methods to increase the number of glaciers where seasonal mass balance can be reliably estimated.",G19-139001,1709-1727,10.5194/tc-13-1709-2019,Pelto-2019-Multi-year
Monthly gridded data product of northern wetland methane emissions based on upscaling eddy covariance observations,"Olli Peltola, Timo Vesala, Yao Gao, Olle Räty, Pavel Alekseychik, Mika Aurela, Bogdan Chojnicki, Ankur R. Desai, Albertus J. Dolman, Eugenie S. Euskirchen, Thomas Friborg, Mathias Göckede, Manuel Helbig, Elyn Humphreys, Robert B. Jackson, Georg Jocher, Fortunat Joos, Janina Klatt, Sara H. Knox, Natalia Kowalska, Lars Kutzbach, Sebastian Lienert, Annalea Lohila, Ivan Mammarella, Daniel F. Nadeau, Mats B. Nilsson, Walter C. Oechel, Matthias Peichl, Thomas Pypker, William Quinton, Janne Rinne, Torsten Sachs, Mateusz Samson, Hans Peter Schmid, Oliver Sonnentag, Christian Wille, Donatella Zona, Tuula Aalto, ","Abstract. Natural wetlands constitute the largest and most uncertain source of methane (CH4) to the atmosphere and a large fraction of them are found in the northern latitudes. These emissions are typically estimated using process (“bottom-up”) or inversion (“top-down”) models. However, estimates from these two types of models are not independent of each other since the top-down estimates usually rely on the a priori estimation of these emissions obtained with process models. Hence, independent spatially explicit validation data are needed. Here we utilize a random forest (RF) machine-learning technique to upscale CH4 eddy covariance flux measurements from 25 sites to estimate CH4 wetland emissions from the northern latitudes (north of 45∘ N). Eddy covariance data from 2005 to 2016 are used for model development. The model is then used to predict emissions during 2013 and 2014. The predictive performance of the RF model is evaluated using a leave-one-site-out cross-validation scheme. The performance (Nash–Sutcliffe model efficiency =0.47) is comparable to previous studies upscaling net ecosystem exchange of carbon dioxide and studies comparing process model output against site-level CH4 emission data. The global distribution of wetlands is one major source of uncertainty for upscaling CH4. Thus, three wetland distribution maps are utilized in the upscaling. Depending on the wetland distribution map, the annual emissions for the northern wetlands yield 32 (22.3–41.2, 95 % confidence interval calculated from a RF model ensemble), 31 (21.4–39.9) or 38 (25.9–49.5) Tg(CH4) yr−1. To further evaluate the uncertainties of the upscaled CH4 flux data products we also compared them against output from two process models (LPX-Bern and WetCHARTs), and methodological issues related to CH4 flux upscaling are discussed. The monthly upscaled CH4 flux data products are available at https://doi.org/10.5281/zenodo.2560163 (Peltola et al., 2019).",G19-140001,1263-1289,10.5194/essd-11-1263-2019,Peltola-2019-Monthly
"Role of sublimation and riming in the precipitation distribution  in the Kananaskis Valley, Alberta, Canada","Émilie Poirier, Julie M. Thériault, Maud Leriche, ","Abstract. The phase of precipitation and its distribution at the surface can affect water resources and the regional water cycle of a region. A field project was held in March–April 2015 on the eastern slope of the Canadian Rockies to document precipitation characteristics and associated atmospheric conditions. During the project, 60 % of the particles documented were rimed in relatively warm and dry conditions. Rain–snow transitions also occurred aloft and at the surface in sub-saturated conditions. Ice-phase precipitation falling through a saturated atmospheric layer with temperatures > 0 ∘C will start melting. In contrast, if the melting layer is sub-saturated, the ice-phase precipitation undergoes sublimation, which increases the depth of the rain–snow transition. In this context, this study investigates the role of sublimation and riming in precipitation intensity and type reaching the surface in the Kananaskis Valley, Alberta, during March–April 2015. To address this, a set of numerical simulations of an event of mixed precipitation observed at the surface was conducted. This event on 31 March 2015 was documented with a set of devices at the main observation site (Kananaskis Emergency Services, KES), including a precipitation gauge, disdrometer, and micro rain radar. Sensitivity experiments were performed to assess the impacts of temperature changes from sublimation and the role of the production of graupel (riming) aloft in the surface precipitation evolution. A warmer environment associated with no temperature changes from sublimation leads to a peak in the intensity of graupel at the surface. When the formation of graupel is not considered, the maximum snowfall rate occurred at later times. Results suggest that unrimed snow reaching the surface is formed on the western flank and is advected eastward. In contrast, graupel would form aloft in the Kananaskis Valley. The cooling from sublimation and melting by rimed particles increases the vertical shear near KES. Overall, this study illustrated that the presence of graupel influenced the surface evolution of precipitation type in the valley due to the horizontal transport of precipitation particles.",G19-141001,4097-4111,10.5194/hess-23-4097-2019,Poirier-2019-Role
A Global Survey on the Perceptions and Impacts of Gender Inequality in the Earth and Space Sciences,"Andrea L. Popp, Stefanie R. Lutz, Sina Khatami, Tim H. M. Emmerik, Wouter J. M. Knoben, ","The leaky pipeline phenomenon refers to the disproportionate decline of female scientists at higher academic career levels and is a major problem in the natural sciences. Identifying the underlying causes is challenging, and thus, solving the problem remains difficult. To better understand the reasons for the leaky pipeline, we assess the perceptions and impacts of gender bias and imbalance—two major drivers of the leakage—at different academic career levels with an anonymous survey in geoscience academia (n=1,220). The survey results show that both genders view male geoscientists as substantially more gender biased than female scientists. Moreover, female geoscientists are more than twice as likely to experience negative gender bias at their workplaces and scientific organizations compared to male geoscientists. There are also pronounced gender differences regarding (i) the relevance of role models, (ii) family-friendly working conditions, and (iii) the approval of gender quotas for academic positions. Given the male dominance in senior career levels, our results emphasize that those feeling less impacted by the negative consequences of gender bias and imbalance are the ones in position to tackle the problem. We thus call for actions to better address gender biases and to ensure a balanced gender representation at decision-making levels to ultimately retain more women in geoscience academia.",G19-142001,1460-1468,10.1029/2019ea000706,Popp-2019-A
"A synthesis of three decades of hydrological research at Scotty Creek, NWT, Canada","William Quinton, Aaron Berg, Michael Braverman, Olivia Carpino, Laura Chasmer, Ryan Connon, James Craig, Élise Devoie, Masaki Hayashi, Kristine Haynes, David Olefeldt, Alain Pietroniro, Fereidoun Rezanezhad, Robert Schincariol, Oliver Sonnentag, ","Abstract. Scotty Creek, Northwest Territories (NWT), Canada, has been the focus of hydrological research for nearly three decades. Over this period, field and modelling studies have generated new insights into the thermal and physical mechanisms governing the flux and storage of water in the wetland-dominated regions of discontinuous permafrost that characterises much of the Canadian and circumpolar subarctic. Research at Scotty Creek has coincided with a period of unprecedented climate warming, permafrost thaw, and resulting land cover transformations including the expansion of wetland areas and loss of forests. This paper (1) synthesises field and modelling studies at Scotty Creek, (2) highlights the key insights of these studies on the major water flux and storage processes operating within and between the major land cover types, and (3) provides insights into the rate and pattern of the permafrost-thaw-induced land cover change and how such changes will affect the hydrology and water resources of the study region.",G19-143001,2015-2039,10.5194/hess-23-2015-2019,Quinton-2019-A
Diagnostic Evaluation of Large‐Domain Hydrologic Models Calibrated Across the Contiguous United States,"Oldrich Rakovec, Naoki Mizukami, Rohini Kumar, Andrew J. Newman, Stephan Thober, Andrew W. Wood, Martyn P. Clark, Luis Samaniego, ",,G19-144001,13991-14007,10.1029/2019jd030767,Rakovec-2019-Diagnostic
Hydrological Responses of Headwater Basins to Monthly Perturbed Climate in the North American Cordillera,"Kabir Rasouli, John W. Pomeroy, Paul H. Whitfield, ","Abstract How mountain hydrology at different elevations will respond to climate change is a challenging question of great importance to assessing changing water resources. Here, three North American Cordilleran snow-dominated basins—Wolf Creek, Yukon; Marmot Creek, Alberta; and Reynolds Mountain East, Idaho—each with good meteorological and hydrological records, were modeled using the physically based, spatially distributed Cold Regions Hydrological Model. Model performance was verified using field observations and found adequate for diagnostic analysis. To diagnose the effects of future climate, the monthly temperature and precipitation changes projected for the future by 11 regional climate models for the mid-twenty-first century were added to the observed meteorological time series. The modeled future was warmer and wetter, increasing the rainfall fraction of precipitation and shifting all three basins toward rainfall–runoff hydrology. This shift was largest at lower elevations and in the relatively warmer Reynolds Mountain East. In the warmer future, there was decreased blowing snow transport, snow interception and sublimation, peak snow accumulation, and melt rates, and increased evapotranspiration and the duration of the snow-free season. Annual runoff in these basins did not change despite precipitation increases, warming, and an increased prominence of rainfall over snowfall. Reduced snow sublimation offset reduced snowfall amounts, and increased evapotranspiration offset increased rainfall amounts. The hydrological uncertainty due to variation among climate models was greater than the predicted hydrological changes. While the results of this study can be used to assess the vulnerability and resiliency of water resources that are dependent on mountain snow, stakeholders and water managers must make decisions under considerable uncertainty, which this paper illustrates.",G19-145001,863-882,10.1175/jhm-d-18-0166.1,Rasouli-2019-Hydrological
"VARS-TOOL: A toolbox for comprehensive, efficient, and robust sensitivity and uncertainty analysis","Saman Razavi, Razi Sheikholeslami, Hoshin V. Gupta, Amin Haghnegahdar, ","Abstract VARS-TOOL is a software toolbox for sensitivity and uncertainty analysis. Developed primarily around the “Variogram Analysis of Response Surfaces” framework, VARS-TOOL adopts a multi-method approach that enables simultaneous generation of a range of sensitivity indices, including ones based on derivative, variance, and variogram concepts, from a single sample. Other special features of VARS-TOOL include (1) novel tools for time-varying and time-aggregate sensitivity analysis of dynamical systems models, (2) highly efficient sampling techniques, such as Progressive Latin Hypercube Sampling (PLHS), that maximize robustness and rapid convergence to stable sensitivity estimates, (3) factor grouping for dealing with high-dimensional problems, (4) visualization for monitoring stability and convergence, (5) model emulation for handling model crashes, and (6) an interface that allows working with any model in any programming language and operating system. As a test bed for training and research, VARS-TOOL provides a set of mathematical test functions and the (dynamical) HBV-SASK hydrologic model.",G19-146001,95-107,10.1016/j.envsoft.2018.10.005,Razavi-2019-VARS-TOOL:
A Regional-Scale Index for Assessing the Exposure of Drinking-Water Sources to Wildfires,"François-Nicolas Robinne, Kevin D. Bladon, Uldis Silins, Monica B. Emelko, Mike D. Flannigan, Marc-André Parisien, Xianli Wang, Stefan W. Kienzle, Diane P. Dupont, ","Recent human-interface wildfires around the world have raised concerns regarding the reliability of freshwater supply flowing from severely burned watersheds. Degraded source water quality can often be expected after severe wildfire and can pose challenges to drinking water facilities by straining treatment response capacities, increasing operating costs, and jeopardizing their ability to supply consumers. Identifying source watersheds that are dangerously exposed to post-wildfire hydrologic changes is important for protecting community drinking-water supplies from contamination risks that may lead to service disruptions. This study presents a spatial index of watershed exposure to wildfires in the province of Alberta, Canada, where growing water demands coupled with increasing fire activity threaten municipal drinking-water supplies. Using a multi-criteria analysis design, we integrated information regarding provincial forest cover, fire danger, source water volume, source-water origin (i.e., forested/un-forested), and population served. We found that (1) >2/3 of the population of the province relies on drinking-water supplies originating in forested watersheds, (2) forest cover is the most important variable controlling final exposure scores, and (3) watersheds supplying small drinking water treatment plants are particularly exposed, especially in central Alberta. The index can help regional authorities prioritize the allocation of risk management resources to mitigate adverse impacts from wildfire. The flexible design of this tool readily allows its deployment at larger national and continental scales to inform broader water security frameworks.",G19-147001,384,10.3390/f10050384,Robinne-2019-A
A novel tool for measuring the penetration of the ecosystem service concept into public policy,"François-Nicolas Robinne, Louise Gallagher, Christian Bréthaut, Martin A. Schlaepfer, ","• Little is known about the uptake of the ES concept into policy at a global scale. • GlobaLDES is an open-access database recording ES policy documents. • The database is crowdsourced by learners of a free online ES course. • 136 relevant documents were analyzed, 60% of them were originally not in English. • Many entries refer to multiple ES at once, with an accelerating uptake since 2011. The ecosystem services (ES) concept has gained traction amongst stakeholders involved in environmental regulation, yet little is known about the extent to which the ES concept has been translated into public policy. Here, we present a new online database of policy documents related to ES: GlobaLDES ( https://tinyurl.com/GlobalDES ). The database was created in 2016 and compiled through a crowdsourced process. Learners involved in a Massive Open Online Course (MOOC) were invited to submit documents that explicitly refer to ES. We included in our analysis documents related to laws, regulations, ordonnances, tax incentives, certification, and strategic planning. By early 2018 the database contained 136 relevant entries from 46 countries. Most examples (60%) were in a language other than English. More than 50% of entries addressed multiple ES or the link between biodiversity and ES. There was also a positive temporal trend towards inclusion of multiple ecosystem services. The GlobaLDES database represents the first known snapshot of the mainstreaming of the ES concept at a global scale. Our analysis suggests an accelerating adoption of the ES concept into policy. As the number of entries improves, GlobaLDES will serve as a useful benchmarking tool for monitoring the diffusion of the ES concept into policy-making.",G19-148001,100914,10.1016/j.ecoser.2019.100914,Robinne-Gallagher-2019-A-novel
Correlation among parameters and boundary conditions in river ice models,"Prabin Rokaya, Karl-Erich Lindenschmidt, ",,G19-149001,499-512,10.1007/s40808-019-00696-7,Rokaya-2019-Correlation
Climatic effects on ice phenology and ice-jam flooding of the Athabasca River in western Canada,"Prabin Rokaya, Luis Morales-Marín, Barrie Bonsal, Howard Wheater, Karl-Erich Lindenschmidt, ","ABSTRACTIn cold region environments, any alteration in the hydro-climatic regime can have profound impacts on river ice processes. This paper studies the implications of hydro-climatic trends on ri...",G19-150001,1265-1278,10.1080/02626667.2019.1638927,Rokaya-2019-Climatic
Promoting Sustainable Ice-Jam Flood Management along the Peace River and Peace-Athabasca Delta,"Prabin Rokaya, Howard Wheater, Karl-Erich Lindenschmidt, ","AbstractThe regulation of rivers has always been a controversial issue, with potential benefits but also environmental impacts. In western Canada, the construction of W.A.C. Bennett Dam in the head...",G19-151001,,10.1061/(asce)wr.1943-5452.0001021,Rokaya-2019-Promoting
Identification of most spectrally distinguishable phenological stage of invasive Phramites australis in Lake Erie wetlands (Canada) for accurate mapping using multispectral satellite imagery,"Prabha Amali Rupasinghe, Patricia Chow-Fraser, ",,G19-152001,513-538,10.1007/s11273-019-09675-2,Rupasinghe-2019-Identification
Detecting Amphibians in Agricultural Landscapes Using Environmental DNA Reveals the Importance of Wetland Condition,"Gabrielle E. Ruso, Christy A. Morrissey, Natacha S. Hogan, Claudia Sheedy, Melanie J. Gallant, Timothy D. Jardine, ","Amphibians are declining worldwide, in part because of large-scale degradation of habitat from agriculture and pervasive pathogens. Yet a common North American amphibian, the wood frog (Lithobates sylvaticus), ranges widely and persists in agricultural landscapes. Conventional survey techniques rely on visual encounters and dip-netting efforts, but detectability limits the ability to test for the effects of environmental variables on amphibian habitat suitability. We used environmental DNA to determine the presence of wood frogs and an amphibian pathogen (ranavirus) in Prairie Pothole wetlands and investigated the effects of 32 water quality, wetland habitat, and landscape-level variables on frog presence at sites representing different degrees of agricultural intensity. Several wetland variables influenced wood frog presence, the most influential being those associated with wetland productivity (i.e., nutrients), vegetation buffer width, and proportion of the surrounding landscape that is comprised of other water bodies. Wood frog presence was positively associated with higher dissolved phosphorus (>0.4 mg/L), moderate dissolved nitrogen (0.1-0.2 mg/L), lower chlorophyll a (≤15 µg/L), wider vegetation buffers (≥10 m), and more water on the landscape (≥0.25). These results highlight the effects of environmental factors at multiple scales on the presence of amphibians in this highly modified landscape-namely the importance of maintaining wetland water quality, vegetation buffers, and surrounding habitat heterogeneity. Environ Toxicol Chem 2019;38:2750-2763. © 2019 SETAC.",G19-153001,2750-2763,10.1002/etc.4598,Ruso-2019-Detecting
Effect of snow microstructure variability on Ku-band radar snow water equivalent retrievals,"Nick Rutter, Melody J. Sandells, Chris Derksen, Joshua King, Peter Toose, Leanne Wake, Tom Watts, Richard Essery, Alexandre Roy, Alain Royer, Philip Marsh, Chris Larsen, Matthew Sturm, ","Abstract. Spatial variability in snowpack properties negatively impacts our capacity to make direct measurements of snow water equivalent (SWE) using satellites. A comprehensive data set of snow microstructure (94 profiles at 36 sites) and snow layer thickness (9000 vertical profiles across nine trenches) collected over two winters at Trail Valley Creek, NWT, Canada, was applied in synthetic radiative transfer experiments. This allowed for robust assessment of the impact of estimation accuracy of unknown snow microstructural characteristics on the viability of SWE retrievals. Depth hoar layer thickness varied over the shortest horizontal distances, controlled by subnivean vegetation and topography, while variability in total snowpack thickness approximated that of wind slab layers. Mean horizontal correlation lengths of layer thickness were less than a metre for all layers. Depth hoar was consistently ∼30 % of total depth, and with increasing total depth the proportion of wind slab increased at the expense of the decreasing surface snow layer. Distinct differences were evident between distributions of layer properties; a single median value represented density and specific surface area (SSA) of each layer well. Spatial variability in microstructure of depth hoar layers dominated SWE retrieval errors. A depth hoar SSA estimate of around 7 % under the median value was needed to accurately retrieve SWE. In shallow snowpacks <0.6 m, depth hoar SSA estimates of ±5 %–10 % around the optimal retrieval SSA allowed SWE retrievals within a tolerance of ±30 mm. Where snowpacks were deeper than ∼30 cm, accurate values of representative SSA for depth hoar became critical as retrieval errors were exceeded if the median depth hoar SSA was applied.",G19-154001,3045-3059,10.5194/tc-13-3045-2019,Rutter-2019-Effect
Simulating the convective precipitation diurnal cycle in North America’s current and future climate,"Lucia Scaff, Andreas F. Prein, Yanping Li, Changhai Liu, Roy Rasmussen, Kyoko Ikeda, ",,G19-155001,369-382,10.1007/s00382-019-04754-9,Scaff-2019-Simulating
"St. Clair-Detroit River system: Phosphorus mass balance and implications for Lake Erie load reduction, monitoring, and climate change","Donald Scavia, Serghei A. Bocaniov, Awoke Dagnew, Colleen Long, Yu-Chen Wang, ","Abstract To support the 2012 Great Lakes Water Quality Agreement on reducing Lake Erie's phosphorus inputs, we integrated US and Canadian data to update and extend total phosphorus (TP) loads into and out of the St. Clair-Detroit River System for 1998–2016. The most significant changes were decreased loads from Lake Huron caused by mussel-induced oligotrophication of the lake, and decreased loads from upgraded Great Lakes Water Authority sewage treatment facilities in Detroit. By comparing Lake St. Clair inputs and outputs, we demonstrated that on average the lake retains 20% of its TP inputs. We also identified for the first time that loads from resuspended Lake Huron sediment were likely not always detected in US and Canadian monitoring programs due to mismatches in sampling and resuspension event frequencies, substantially underestimating the load. This additional load increased over time due to climate-induced decreases in Lake Huron ice cover and increases in winter storm frequencies. Given this more complete load inventory, we estimated that to reach a 40% reduction in the Detroit River TP load to Lake Erie, accounting for the missed load, point and non-point sources other than that coming from Lake Huron and the atmosphere would have to be reduced by at least 50%. We also discuss the implications of discontinuous monitoring efforts.",G19-156001,40-49,10.1016/j.jglr.2018.11.008,Scavia-2019-St.
Can Improved Flow Partitioning in Hydrologic Models Increase Biogeochemical Predictability?,"Mahyar Shafii, James R. Craig, Merrin L. Macrae, Michael C. English, Sherry L. Schiff, Philippe Van Cappellen, Nandita B. Basu, ",,G19-157001,2939-2960,10.1029/2018wr024487,Shafii-2019-Can
Variability and trends of landfalling atmospheric rivers along the Pacific Coast of northwestern North America,"Aseem R. Sharma, Stephen J. Déry, ",,G19-158001,544-558,10.1002/joc.6227,Sharma-2019-Variability
What should we do when a model crashes? Recommendations for global sensitivity analysis of Earth and environmental systems models,"Razi Sheikholeslami, Saman Razavi, Amin Haghnegahdar, ","Abstract. Complex, software-intensive, technically advanced, and computationally demanding models, presumably with ever-growing realism and fidelity, have been widely used to simulate and predict the dynamics of the Earth and environmental systems. The parameter-induced simulation crash (failure) problem is typical across most of these models despite considerable efforts that modellers have directed at model development and implementation over the last few decades. A simulation failure mainly occurs due to the violation of numerical stability conditions, non-robust numerical implementations, or errors in programming. However, the existing sampling-based analysis techniques such as global sensitivity analysis (GSA) methods, which require running these models under many configurations of parameter values, are ill equipped to effectively deal with model failures. To tackle this problem, we propose a new approach that allows users to cope with failed designs (samples) when performing GSA without rerunning the entire experiment. This approach deems model crashes as missing data and uses strategies such as median substitution, single nearest-neighbor, or response surface modeling to fill in for model crashes. We test the proposed approach on a 10-parameter HBV-SASK (Hydrologiska Byråns Vattenbalansavdelning modified by the second author for educational purposes) rainfall–runoff model and a 111-parameter Modélisation Environmentale–Surface et Hydrologie (MESH) land surface–hydrology model. Our results show that response surface modeling is a superior strategy, out of the data-filling strategies tested, and can comply with the dimensionality of the model, sample size, and the ratio of the number of failures to the sample size. Further, we conduct a “failure analysis” and discuss some possible causes of the MESH model failure that can be used for future model improvement.",G19-159001,4275-4296,10.5194/gmd-12-4275-2019,Sheikholeslami-Razavi-2019-What-should
Global sensitivity analysis for high-dimensional problems: How to objectively group factors and measure robustness and convergence while reducing computational cost,"Razi Sheikholeslami, Saman Razavi, Hoshin V. Gupta, William Becker, Amin Haghnegahdar, ","Abstract Dynamical earth and environmental systems models are typically computationally intensive and highly parameterized with many uncertain parameters. Together, these characteristics severely limit the applicability of Global Sensitivity Analysis (GSA) to high-dimensional models because very large numbers of model runs are typically required to achieve convergence and provide a robust assessment. Paradoxically, only 30 percent of GSA applications in the environmental modelling literature have investigated models with more than 20 parameters, suggesting that GSA is under-utilized on problems for which it should prove most useful. We develop a novel grouping strategy, based on bootstrap-based clustering, that enables efficient application of GSA to high-dimensional models. We also provide a new measure of robustness that assesses GSA stability and convergence. For two models, having 50 and 111 parameters, we show that grouping-enabled GSA provides results that are highly robust to sampling variability, while converging with a much smaller number of model runs.",G19-160001,282-299,10.1016/j.envsoft.2018.09.002,Sheikholeslami-2019-Global
Model-data fusion of hydrologic simulations and GRACE terrestrial water storage observations to estimate changes in water table depth,"Dimitrios Stampoulis, John T. Reager, Cédric H. David, Konstantinos M. Andreadis, James S. Famiglietti, Tom G. Farr, Amy R. Trangsrud, Ralph R. Basilio, John L. Sabo, Gregory B. Osterman, Paul R. Lundgren, Zhen Liu, ","Abstract Despite numerous advances in continental-scale hydrologic modeling and improvements in global Land Surface Models, an accurate representation of regional water table depth (WTD) remains a challenge. Data assimilation of observations from the Gravity Recovery and Climate Experiment (GRACE) mission leads to improvements in the accuracy of hydrologic models, ultimately resulting in more reliable estimates of lumped water storage. However, the usually shallow groundwater compartment of many models presents a problem with GRACE assimilation techniques, as these satellite observations also represent changes in deeper soils and aquifers. To improve the accuracy of modeled groundwater estimates and allow the representation of WTD at finer spatial scales, we implemented a simple, yet novel approach to integrate GRACE data, by augmenting the Variable Infiltration Capacity (VIC) hydrologic model. First, the subsurface model structural representation was modified by incorporating an additional (fourth) soil layer of varying depth (up to 1000 m) in VIC as the bottom ‘groundwater’ layer. This addition allows the model to reproduce water storage variability not only in shallow soils but also in deeper groundwater, in order to allow integration of the full GRACE-observed variability. Second, a Direct Insertion scheme was developed that integrates the high temporal (daily) and spatial (∼6.94 km) resolution model outputs to match the GRACE resolution, performs the integration, and then disaggregates the updated model state after the assimilation step. Simulations were performed with and without Direct Insertion over the three largest river basins in California and including the Central Valley, in order to test the augmented model's ability to capture seasonal and inter-annual trends in the water table. This is the first-ever fusion of GRACE total water storage change observations with hydrologic simulations aiming at the determination of water table depth dynamics, at spatial scales potentially useful for local water management.",G19-161001,13-27,10.1016/j.advwatres.2019.04.004,Stampoulis-2019-Model-data
Summary and synthesis of Changing Cold Regions Network (CCRN) research in the interior of western Canada –  Part 1: Projected climate and meteorology,"Ronald E. Stewart, Kit K. Szeto, Barrie R. Bonsal, John M. Hanesiak, Bohdan Kochtubajda, Yanping Li, Julie M. Thériault, Chris M. DeBeer, Benita Y. Tam, Zhenhua Li, Zhuo Liu, Jennifer A. Bruneau, Patrick Duplessis, Sébastien Marinier, Dominic Matte, ","Abstract. The interior of western Canada, up to and including the Arctic, has experienced rapid change in its climate, hydrology, cryosphere, and ecosystems, and this is expected to continue. Although there is general consensus that warming will occur in the future, many critical issues remain. In this first of two articles, attention is placed on atmospheric-related issues that range from large scales down to individual precipitation events. Each of these is considered in terms of expected change organized by season and utilizing mainly “business-as-usual” climate scenario information. Large-scale atmospheric circulations affecting this region are projected to shift differently in each season, with conditions that are conducive to the development of hydroclimate extremes in the domain becoming substantially more intense and frequent after the mid-century. When coupled with warming temperatures, changes in the large-scale atmospheric drivers lead to enhancements of numerous water-related and temperature-related extremes. These include winter snowstorms, freezing rain, drought, forest fires, as well as atmospheric forcing of spring floods, although not necessarily summer convection. Collective insights of these atmospheric findings are summarized in a consistent, connected physical framework.",G19-162001,3437-3455,10.5194/hess-23-3437-2019,Stewart-2019-Summary
Could restoration of a landscape to a pre-European historical vegetation condition reduce burn probability?,"Christopher A. Stockdale, Neal McLoughlin, Mike Flannigan, S. Ellen Macdonald, ",,G19-163001,e02584,10.1002/ecs2.2584,Stockdale-2019-Could
"Modelling the effects of permafrost loss on discharge from a wetland‐dominated, discontinuous permafrost basin","Lindsay E. Stone, Xing Fang, Kristine M. Haynes, Manuel Helbig, John W. Pomeroy, Oliver Sonnentag, William L. Quinton, ",,G19-164001,2607-2626,10.1002/hyp.13546,Stone-2019-Modelling
Influence of the Model Horizontal Resolution on Atmospheric Conditions Leading to Freezing Rain in Regional Climate Simulations,"Médéric St-Pierre, Julie M. Thériault, Dominique Paquin, ","Freezing rain occurs in complex atmospheric conditions when the temperature is close to 0°C. To better understand how its occurrence will change in the future, there is a need to assess how well regional climate models can reproduce those conditions. The goal of the present study is to investigate the influence of horizontal resolution on the simulation of freezing rain using the fifth generation of the Canadian Regional Climate Model (CRCM5). Three CRCM5 simulations driven by the European Centre for Medium-range Weather Forecasts interim reanalysis (ERA-Interim) over eastern North America at resolutions of 0.11°, 0.22°, and 0.44° were conducted over a period of 36 years (1979–2014). Freezing rain is diagnosed using an in-line diagnostic method for precipitation partitioning. A climatological study of annual and seasonal accumulated freezing rain was conducted. In addition, the ability of the three simulations to reproduce individual freezing rain events was evaluated. Our analyses include frequency and partitioning of different precipitation types and comparisons with observations. All simulations reproduced the climatology of freezing rain sufficiently well and show similar large-scale patterns. The number of freezing rain events tends to be overestimated at higher resolution and underestimated at lower resolution. Despite the overestimation, detailed maxima associated with freezing rain are well defined and located at higher resolution, notably in regions of the St. Lawrence River Valley. Overall, this study is consistent with other added-value studies, generally showing a mix of improvement and deterioration in the precipitation fields by the higher resolution simulations.",G19-165001,101-119,10.1080/07055900.2019.1583088,St-Pierre-2019-Influence
Contributions of GRACE to understanding climate change,"Byron D. Tapley, Michael M. Watkins, Frank Flechtner, Christoph Reigber, Srinivas Bettadpur, Matthew Rodell, Ingo Sasgen, James S. Famiglietti, Felix W. Landerer, Don P. Chambers, John T. Reager, Alex S. Gardner, Himanshu Save, Erik R. Ivins, Sean C. Swenson, Carmen Boening, Christoph Dahle, David N. Wiese, Henryk Dobslaw, Mark E. Tamisiea, Isabella Velicogna, ","Time-resolved satellite gravimetry has revolutionized understanding of mass transport in the Earth system. Since 2002, the Gravity Recovery and Climate Experiment (GRACE) has enabled monitoring of the terrestrial water cycle, ice sheet and glacier mass balance, sea level change and ocean bottom pressure variations and understanding responses to changes in the global climate system. Initially a pioneering experiment of geodesy, the time-variable observations have matured into reliable mass transport products, allowing assessment and forecast of a number of important climate trends and improve service applications such as the U.S. Drought Monitor. With the successful launch of the GRACE Follow-On mission, a multi decadal record of mass variability in the Earth system is within reach.",G19-166001,358-369,10.1038/s41558-019-0456-2,Tapley-2019-Contributions
